time,x,y,z,MF
6.288,1.62,-39.36,-5.76,39.81
6.310,1.62,-39.36,-5.76,39.81
6.311,1.68,-39.42,-5.76,39.87
6.314,1.68,-39.42,-5.76,39.87
6.327,1.68,-39.48,-5.70,39.92
6.334,1.74,-39.48,-5.70,39.93
6.345,1.74,-39.48,-5.70,39.93
6.354,1.74,-39.48,-5.70,39.93
6.365,1.80,-39.48,-5.70,39.93
6.389,1.80,-39.48,-5.76,39.94
6.393,1.86,-39.42,-5.82,39.89
6.395,1.86,-39.42,-5.88,39.90
6.416,1.86,-39.42,-5.94,39.91
6.418,1.86,-39.36,-6.00,39.86
6.428,1.86,-39.42,-6.06,39.93
6.433,1.86,-39.42,-6.06,39.93
6.446,1.80,-39.42,-6.12,39.93
6.453,1.80,-39.42,-6.06,39.92
6.464,1.80,-39.48,-6.06,39.98
6.500,1.74,-39.48,-6.06,39.98
6.502,1.74,-39.54,-6.00,40.03
6.504,1.68,-39.60,-5.94,40.08
6.506,1.68,-39.60,-5.94,40.08
6.515,1.62,-39.60,-5.94,40.08
6.527,1.62,-39.60,-5.88,40.07
6.532,1.62,-39.60,-5.88,40.07
6.545,1.62,-39.60,-5.88,40.07
6.552,1.62,-39.60,-5.88,40.07
6.563,1.68,-39.60,-5.88,40.07
6.572,1.62,-39.54,-5.88,40.01
6.585,1.62,-39.60,-5.88,40.07
6.605,1.62,-39.60,-5.88,40.07
6.606,1.56,-39.66,-5.88,40.12
6.615,1.56,-39.66,-5.88,40.12
6.623,1.50,-39.66,-5.88,40.12
6.632,1.44,-39.72,-5.88,40.18
6.644,1.38,-39.72,-5.88,40.18
6.652,1.38,-39.72,-5.88,40.18
6.664,1.38,-39.72,-5.88,40.18
6.687,1.38,-39.66,-5.82,40.11
6.688,1.44,-39.66,-5.82,40.11
6.697,1.44,-39.66,-5.82,40.11
6.703,1.44,-39.66,-5.82,40.11
6.724,1.44,-39.60,-5.82,40.05
6.728,1.44,-39.60,-5.82,40.05
6.745,1.44,-39.60,-5.82,40.05
6.747,1.38,-39.60,-5.88,40.06
6.752,1.32,-39.66,-5.88,40.12
6.763,1.32,-39.66,-5.88,40.12
6.772,1.26,-39.66,-5.88,40.11
6.790,1.26,-39.72,-5.88,40.17
6.808,1.20,-39.72,-5.88,40.17
6.809,1.20,-39.78,-5.88,40.23
6.817,1.20,-39.78,-5.88,40.23
6.822,1.20,-39.84,-5.82,40.28
6.830,1.26,-39.90,-5.82,40.34
6.841,1.26,-39.90,-5.82,40.34
6.851,1.26,-39.96,-5.76,40.39
6.864,1.26,-39.96,-5.76,40.39
6.871,1.26,-39.96,-5.76,40.39
6.885,1.26,-39.96,-5.76,40.39
6.894,1.20,-39.96,-5.70,40.38
6.919,1.20,-39.96,-5.76,40.39
6.923,1.14,-39.96,-5.76,40.39
6.925,1.14,-39.96,-5.76,40.39
6.944,1.14,-39.96,-5.76,40.39
6.946,1.08,-39.96,-5.76,40.39
6.950,1.08,-39.96,-5.70,40.38
6.961,1.08,-39.96,-5.70,40.38
6.970,1.08,-39.96,-5.70,40.38
6.989,1.08,-39.96,-5.70,40.38
6.991,1.08,-39.96,-5.64,40.37
7.005,1.08,-39.96,-5.64,40.37
7.009,1.08,-39.96,-5.64,40.37
7.022,1.02,-39.96,-5.64,40.37
7.034,1.02,-39.96,-5.64,40.37
7.041,1.02,-39.96,-5.58,40.36
7.050,1.02,-39.96,-5.58,40.36
7.061,1.02,-40.02,-5.58,40.42
7.071,1.02,-40.02,-5.58,40.42
7.099,1.02,-40.08,-5.58,40.48
7.104,0.96,-40.14,-5.58,40.54
7.106,0.96,-40.14,-5.58,40.54
7.109,0.90,-40.20,-5.52,40.59
7.123,0.90,-40.26,-5.52,40.65
7.130,0.90,-40.26,-5.52,40.65
7.140,0.84,-40.26,-5.52,40.65
7.151,0.78,-40.26,-5.52,40.64
7.159,0.78,-40.26,-5.58,40.65
7.168,0.72,-40.26,-5.58,40.65
7.180,0.72,-40.26,-5.64,40.66
7.199,0.72,-40.20,-5.64,40.60
7.201,0.72,-40.20,-5.70,40.61
7.209,0.72,-40.20,-5.70,40.61
7.219,0.72,-40.20,-5.70,40.61
7.229,0.72,-40.26,-5.70,40.67
7.240,0.66,-40.26,-5.76,40.68
7.250,0.66,-40.32,-5.76,40.73
7.259,0.66,-40.32,-5.76,40.73
7.269,0.60,-40.38,-5.76,40.79
7.279,0.60,-40.44,-5.70,40.84
7.297,0.54,-40.44,-5.76,40.85
7.319,0.54,-40.50,-5.76,40.91
7.322,0.54,-40.50,-5.70,40.90
7.324,0.54,-40.50,-5.70,40.90
7.329,0.60,-40.50,-5.70,40.90
7.339,0.60,-40.56,-5.70,40.96
7.347,0.60,-40.50,-5.70,40.90
7.359,0.60,-40.50,-5.70,40.90
7.379,0.60,-40.56,-5.70,40.96
7.382,0.60,-40.56,-5.70,40.96
7.402,0.60,-40.56,-5.70,40.96
7.404,0.60,-40.56,-5.70,40.96
7.408,0.66,-40.56,-5.70,40.96
7.426,0.66,-40.56,-5.70,40.96
7.428,0.60,-40.56,-5.70,40.96
7.438,0.60,-40.56,-5.70,40.96
7.447,0.60,-40.56,-5.70,40.96
7.462,0.60,-40.56,-5.70,40.96
7.470,0.54,-40.56,-5.70,40.96
7.478,0.54,-40.56,-5.70,40.96
7.502,0.48,-40.56,-5.70,40.96
7.504,0.48,-40.62,-5.70,41.02
7.507,0.42,-40.62,-5.70,41.02
7.527,0.42,-40.62,-5.70,41.02
7.531,0.42,-40.68,-5.64,41.07
7.545,0.42,-40.74,-5.64,41.13
7.548,0.42,-40.80,-5.64,41.19
7.561,0.42,-40.86,-5.58,41.24
7.574,0.42,-40.92,-5.58,41.30
7.577,0.48,-40.92,-5.52,41.29
7.601,0.48,-40.98,-5.52,41.35
7.603,0.48,-40.98,-5.52,41.35
7.607,0.48,-40.86,-5.52,41.23
7.617,0.48,-40.80,-5.52,41.17
7.627,0.54,-40.74,-5.52,41.12
7.637,0.54,-40.74,-5.58,41.12
7.646,0.54,-40.68,-5.58,41.06
7.657,0.54,-40.68,-5.58,41.06
7.666,0.54,-40.62,-5.58,41.01
7.677,0.54,-40.62,-5.58,41.01
7.695,0.54,-40.68,-5.64,41.07
7.697,0.60,-40.80,-5.64,41.19
7.719,0.60,-40.80,-5.64,41.19
7.720,0.66,-40.86,-5.64,41.25
7.726,0.66,-40.92,-5.64,41.31
7.741,0.66,-40.98,-5.64,41.37
7.747,0.72,-40.98,-5.64,41.37
7.759,0.72,-41.04,-5.64,41.43
7.766,0.72,-41.04,-5.64,41.43
7.777,0.72,-41.04,-5.64,41.43
7.785,0.72,-41.04,-5.58,41.42
7.804,0.66,-41.04,-5.52,41.41
7.806,0.66,-41.10,-5.52,41.47
7.817,0.60,-41.10,-5.46,41.47
7.825,0.60,-41.10,-5.46,41.47
7.836,0.54,-41.10,-5.46,41.46
7.845,0.54,-41.10,-5.46,41.46
7.859,0.48,-41.16,-5.46,41.52
7.865,0.42,-41.16,-5.52,41.53
7.876,0.36,-41.16,-5.58,41.54
7.885,0.30,-41.16,-5.58,41.54
7.915,0.24,-41.16,-5.58,41.54
7.917,0.24,-41.16,-5.64,41.55
7.919,0.24,-41.16,-5.64,41.55
7.939,0.18,-41.16,-5.64,41.55
7.941,0.18,-41.16,-5.58,41.54
7.945,0.18,-41.16,-5.52,41.53
7.958,0.24,-41.22,-5.46,41.58
7.965,0.24,-41.22,-5.46,41.58
7.977,0.30,-41.22,-5.46,41.58
7.985,0.30,-41.22,-5.40,41.57
7.996,0.30,-41.22,-5.40,41.57
8.006,0.30,-41.22,-5.40,41.57
8.024,0.24,-41.28,-5.40,41.63
8.026,0.24,-41.34,-5.40,41.69
8.035,0.24,-41.40,-5.40,41.75
8.047,0.24,-41.46,-5.40,41.81
8.063,0.24,-41.46,-5.40,41.81
8.065,0.18,-41.52,-5.46,41.88
8.078,0.18,-41.58,-5.46,41.94
8.084,0.18,-41.64,-5.46,42.00
8.107,0.18,-41.64,-5.46,42.00
8.108,0.18,-41.64,-5.46,42.00
8.114,0.18,-41.70,-5.46,42.06
8.126,0.24,-41.70,-5.46,42.06
8.135,0.24,-41.76,-5.46,42.12
8.144,0.24,-41.76,-5.46,42.12
8.154,0.24,-41.82,-5.46,42.18
8.165,0.30,-41.82,-5.40,42.17
8.183,0.30,-41.82,-5.40,42.17
8.189,0.30,-41.76,-5.34,42.10
8.205,0.30,-41.76,-5.34,42.10
8.206,0.30,-41.76,-5.34,42.10
8.219,0.30,-41.76,-5.28,42.09
8.224,0.30,-41.76,-5.28,42.09
8.235,0.30,-41.70,-5.28,42.03
8.247,0.36,-41.70,-5.28,42.03
8.254,0.42,-41.70,-5.28,42.04
8.264,0.48,-41.70,-5.28,42.04
8.274,0.54,-41.70,-5.28,42.04
8.283,0.60,-41.70,-5.28,42.04
8.314,0.66,-41.70,-5.28,42.04
8.316,0.72,-41.70,-5.28,42.04
8.318,0.78,-41.70,-5.28,42.04
8.323,0.72,-41.70,-5.28,42.04
8.339,0.72,-41.70,-5.28,42.04
8.353,0.72,-41.70,-5.28,42.04
8.356,0.66,-41.70,-5.28,42.04
8.366,0.66,-41.64,-5.34,41.99
8.373,0.60,-41.64,-5.34,41.99
8.385,0.60,-41.58,-5.34,41.93
8.405,0.54,-41.52,-5.34,41.87
8.406,0.48,-41.46,-5.34,41.81
8.420,0.42,-41.46,-5.34,41.80
8.422,0.42,-41.46,-5.34,41.80
8.433,0.36,-41.40,-5.34,41.74
8.441,0.36,-41.40,-5.34,41.74
8.453,0.36,-41.40,-5.34,41.74
8.463,0.30,-41.46,-5.34,41.80
8.472,0.30,-41.46,-5.34,41.80
8.483,0.30,-41.46,-5.34,41.80
8.510,0.30,-41.52,-5.28,41.86
8.513,0.30,-41.58,-5.28,41.91
8.516,0.30,-41.64,-5.28,41.97
8.522,0.30,-41.76,-5.28,42.09
8.536,0.30,-41.82,-5.28,42.15
8.543,0.36,-41.88,-5.28,42.21
8.554,0.36,-42.00,-5.28,42.33
8.571,0.36,-42.12,-5.22,42.44
8.573,0.42,-42.18,-5.22,42.50
8.584,0.42,-42.24,-5.22,42.56
8.592,0.42,-42.30,-5.22,42.62
8.608,0.36,-42.42,-5.16,42.73
8.627,0.36,-42.54,-5.16,42.85
8.629,0.30,-42.60,-5.16,42.91
8.636,0.30,-42.72,-5.16,43.03
8.641,0.24,-42.78,-5.16,43.09
8.653,0.24,-42.84,-5.16,43.15
8.664,0.18,-42.84,-5.16,43.15
8.673,0.18,-42.78,-5.10,43.08
8.689,0.18,-42.72,-5.10,43.02
8.691,0.18,-42.60,-5.10,42.90
8.711,0.18,-42.48,-5.04,42.78
8.712,0.12,-42.42,-5.04,42.72
8.720,0.12,-42.30,-5.04,42.60
8.732,0.12,-42.24,-5.04,42.54
8.740,0.12,-42.18,-5.04,42.48
8.751,0.12,-42.12,-5.04,42.42
8.760,0.06,-42.06,-5.10,42.37
8.772,0.06,-42.06,-5.10,42.37
8.796,0.00,-42.06,-5.10,42.37
8.799,0.00,-42.06,-5.10,42.37
8.801,0.00,-42.06,-5.10,42.37
8.822,-0.06,-42.06,-5.10,42.37
8.825,-0.06,-42.06,-5.04,42.36
8.837,-0.06,-42.06,-5.04,42.36
8.840,-0.06,-42.12,-5.04,42.42
8.854,-0.06,-42.12,-4.98,42.41
8.861,-0.12,-42.12,-4.98,42.41
8.872,-0.12,-42.12,-4.98,42.41
8.880,-0.12,-42.12,-4.98,42.41
8.902,-0.12,-42.18,-4.92,42.47
8.903,-0.18,-42.24,-4.92,42.53
8.911,-0.18,-42.30,-4.92,42.59
8.919,-0.18,-42.36,-4.98,42.65
8.930,-0.18,-42.42,-5.04,42.72
8.939,-0.18,-42.48,-5.10,42.79
8.953,-0.18,-42.54,-5.10,42.85
8.959,-0.18,-42.60,-5.16,42.91
8.970,-0.18,-42.66,-5.22,42.98
8.979,-0.12,-42.66,-5.28,42.99
9.001,-0.18,-42.66,-5.34,42.99
9.003,-0.18,-42.66,-5.34,42.99
9.010,-0.18,-42.72,-5.34,43.05
9.026,-0.18,-42.72,-5.28,43.05
9.030,-0.18,-42.78,-5.28,43.10
9.039,-0.18,-42.78,-5.22,43.10
9.049,-0.18,-42.78,-5.16,43.09
9.058,-0.24,-42.84,-5.10,43.14
9.072,-0.24,-42.84,-5.04,43.14
9.078,-0.24,-42.84,-4.98,43.13
9.089,-0.24,-42.84,-4.92,43.12
9.098,-0.24,-42.84,-4.92,43.12
9.120,-0.24,-42.84,-4.86,43.12
9.122,-0.24,-42.84,-4.86,43.12
9.131,-0.24,-42.84,-4.86,43.12
9.143,-0.24,-42.84,-4.80,43.11
9.152,-0.24,-42.84,-4.80,43.11
9.158,-0.24,-42.84,-4.74,43.10
9.172,-0.30,-42.84,-4.62,43.09
9.178,-0.30,-42.78,-4.62,43.03
9.189,-0.30,-42.78,-4.56,43.02
9.197,-0.30,-42.78,-4.50,43.02
9.212,-0.30,-42.78,-4.50,43.02
9.217,-0.30,-42.78,-4.44,43.01
9.229,-0.30,-42.78,-4.44,43.01
9.237,-0.30,-42.78,-4.50,43.02
9.248,-0.30,-42.78,-4.56,43.02
9.257,-0.24,-42.78,-4.62,43.03
9.271,-0.24,-42.78,-4.62,43.03
9.277,-0.24,-42.78,-4.68,43.04
9.289,-0.24,-42.78,-4.68,43.04
9.299,-0.30,-42.78,-4.68,43.04
9.320,-0.30,-42.78,-4.74,43.04
9.322,-0.30,-42.78,-4.80,43.05
9.328,-0.30,-42.84,-4.80,43.11
9.343,-0.30,-42.90,-4.80,43.17
9.348,-0.24,-42.96,-4.86,43.23
9.357,-0.24,-42.96,-4.86,43.23
9.367,-0.24,-43.02,-4.92,43.30
9.376,-0.18,-43.08,-4.92,43.36
9.400,-0.18,-43.14,-4.92,43.42
9.402,-0.18,-43.08,-4.92,43.36
9.419,-0.18,-43.14,-4.92,43.42
9.421,-0.24,-43.14,-4.86,43.41
9.428,-0.24,-43.14,-4.86,43.41
9.440,-0.30,-43.14,-4.86,43.41
9.447,-0.30,-43.20,-4.80,43.47
9.458,-0.30,-43.20,-4.80,43.47
9.467,-0.30,-43.20,-4.74,43.46
9.476,-0.30,-43.26,-4.74,43.52
9.487,-0.30,-43.26,-4.68,43.51
9.507,-0.30,-43.26,-4.68,43.51
9.509,-0.30,-43.26,-4.68,43.51
9.516,-0.24,-43.26,-4.68,43.51
9.527,-0.24,-43.32,-4.68,43.57
9.536,-0.24,-43.32,-4.62,43.57
9.547,-0.24,-43.32,-4.62,43.57
9.559,-0.18,-43.38,-4.62,43.63
9.567,-0.18,-43.44,-4.62,43.69
9.577,-0.18,-43.44,-4.62,43.69
9.586,-0.18,-43.50,-4.56,43.74
9.596,-0.18,-43.50,-4.50,43.73
9.623,-0.18,-43.56,-4.44,43.79
9.625,-0.18,-43.56,-4.32,43.77
9.627,-0.18,-43.56,-4.26,43.77
9.637,-0.18,-43.62,-4.20,43.82
9.647,-0.18,-43.62,-4.14,43.82
9.664,-0.18,-43.62,-4.14,43.82
9.672,-0.18,-43.62,-4.08,43.81
9.685,-0.24,-43.62,-4.08,43.81
9.686,-0.30,-43.62,-4.08,43.81
9.698,-0.36,-43.62,-4.14,43.82
9.705,-0.42,-43.62,-4.14,43.82
9.714,-0.60,-43.62,-4.20,43.83
9.726,-0.72,-43.62,-4.26,43.83
9.735,-0.84,-43.62,-4.32,43.84
9.746,-0.90,-43.68,-4.38,43.91
9.754,-0.96,-43.68,-4.50,43.92
9.767,-1.02,-43.68,-4.56,43.93
9.780,-1.08,-43.68,-4.62,43.94
9.786,-1.02,-43.68,-4.68,43.94
9.797,-0.96,-43.68,-4.62,43.93
9.822,-0.90,-43.68,-4.56,43.93
9.827,-0.84,-43.68,-4.44,43.91
9.842,-0.78,-43.68,-4.38,43.91
9.845,-0.78,-43.68,-4.32,43.90
9.849,-0.72,-43.68,-4.26,43.89
9.854,-0.72,-43.68,-4.20,43.89
9.866,-0.72,-43.68,-4.14,43.88
9.874,-0.66,-43.68,-4.14,43.88
9.885,-0.66,-43.62,-4.14,43.82
9.904,-0.66,-43.68,-4.14,43.88
9.905,-0.66,-43.68,-4.14,43.88
9.922,-0.60,-43.68,-4.14,43.88
9.924,-0.60,-43.68,-4.14,43.88
9.933,-0.60,-43.68,-4.08,43.87
9.945,-0.60,-43.68,-4.08,43.87
9.953,-0.60,-43.68,-4.08,43.87
9.964,-0.54,-43.68,-4.08,43.87
9.974,-0.60,-43.68,-4.08,43.87
9.986,-0.60,-43.74,-4.08,43.93
9.999,-0.60,-43.74,-4.08,43.93
10.009,-0.66,-43.74,-4.02,43.93
10.031,-0.66,-43.74,-4.02,43.93
10.033,-0.72,-43.80,-4.02,43.99
10.035,-0.78,-43.80,-3.96,43.99
10.058,-0.84,-43.80,-3.96,43.99
10.060,-0.84,-43.80,-3.90,43.98
10.066,-0.84,-43.80,-3.90,43.98
10.073,-0.84,-43.80,-3.84,43.98
10.084,-0.78,-43.80,-3.84,43.97
10.093,-0.66,-43.80,-3.84,43.97
10.104,-0.60,-43.80,-3.78,43.97
10.120,-0.54,-43.80,-3.78,43.97
10.124,-0.42,-43.80,-3.78,43.96
10.133,-0.36,-43.80,-3.72,43.96
10.143,-0.36,-43.80,-3.72,43.96
10.153,-0.30,-43.86,-3.72,44.02
10.165,-0.36,-43.86,-3.72,44.02
10.174,-0.42,-43.86,-3.72,44.02
10.185,-0.42,-43.92,-3.66,44.07
10.193,-0.42,-43.98,-3.66,44.13
10.206,-0.48,-44.04,-3.66,44.19
10.236,-0.54,-44.10,-3.66,44.25
10.238,-0.60,-44.16,-3.66,44.32
10.239,-0.66,-44.22,-3.66,44.38
10.243,-0.72,-44.22,-3.60,44.37
10.257,-0.78,-44.28,-3.60,44.43
10.268,-0.78,-44.34,-3.60,44.49
10.272,-0.84,-44.28,-3.54,44.43
10.283,-0.84,-44.28,-3.48,44.42
10.292,-0.78,-44.28,-3.42,44.42
10.305,-0.78,-44.28,-3.42,44.42
10.312,-0.78,-44.22,-3.36,44.35
10.323,-0.72,-44.16,-3.36,44.29
10.338,-0.72,-44.10,-3.30,44.23
10.343,-0.72,-44.04,-3.30,44.17
10.353,-0.72,-43.98,-3.36,44.11
10.363,-0.66,-43.98,-3.42,44.12
10.372,-0.66,-43.92,-3.42,44.06
10.397,-0.60,-43.86,-3.54,44.01
10.400,-0.60,-43.86,-3.60,44.01
10.418,-0.60,-43.86,-3.72,44.02
10.420,-0.60,-43.86,-3.78,44.03
10.422,-0.60,-43.86,-3.90,44.04
10.439,-0.60,-43.92,-3.96,44.10
10.441,-0.60,-43.92,-4.02,44.11
10.452,-0.60,-43.98,-4.02,44.17
10.461,-0.66,-44.04,-4.02,44.23
10.470,-0.66,-44.10,-4.02,44.29
10.502,-0.72,-44.16,-4.02,44.35
10.504,-0.72,-44.16,-4.02,44.35
10.505,-0.78,-44.22,-4.02,44.41
10.511,-0.78,-44.22,-4.02,44.41
10.522,-0.78,-44.22,-4.02,44.41
10.535,-0.78,-44.22,-4.02,44.41
10.541,-0.78,-44.22,-4.08,44.41
10.552,-0.78,-44.28,-4.14,44.48
10.561,-0.72,-44.28,-4.14,44.48
10.571,-0.72,-44.34,-4.14,44.54
10.581,-0.72,-44.40,-4.14,44.60
10.597,-0.66,-44.46,-4.14,44.66
10.610,-0.66,-44.46,-4.14,44.66
10.612,-0.66,-44.52,-4.14,44.72
10.621,-0.66,-44.58,-4.08,44.77
10.630,-0.66,-44.58,-4.08,44.77
10.642,-0.66,-44.58,-4.08,44.77
10.657,-0.66,-44.64,-4.02,44.83
10.663,-0.66,-44.64,-4.02,44.83
10.676,-0.66,-44.70,-3.96,44.88
10.680,-0.66,-44.70,-3.90,44.87
10.689,-0.60,-44.76,-3.84,44.93
10.708,-0.54,-44.76,-3.78,44.92
10.709,-0.42,-44.82,-3.72,44.98
10.725,-0.30,-44.82,-3.66,44.97
10.728,-0.18,-44.82,-3.60,44.96
10.741,-0.06,-44.82,-3.60,44.96
10.749,0.00,-44.82,-3.54,44.96
10.761,0.06,-44.82,-3.54,44.96
10.774,0.12,-44.76,-3.48,44.90
10.780,0.12,-44.76,-3.48,44.90
10.793,0.12,-44.76,-3.48,44.90
10.800,0.06,-44.76,-3.48,44.90
10.824,0.00,-44.76,-3.48,44.90
10.826,-0.06,-44.76,-3.48,44.90
10.833,-0.18,-44.76,-3.48,44.90
10.846,-0.24,-44.76,-3.48,44.90
10.849,-0.30,-44.82,-3.48,44.96
10.860,-0.36,-44.82,-3.48,44.96
10.869,-0.42,-44.82,-3.48,44.96
10.880,-0.48,-44.82,-3.48,44.96
10.909,-0.48,-44.82,-3.42,44.95
10.911,-0.48,-44.82,-3.42,44.95
10.912,-0.48,-44.82,-3.42,44.95
10.926,-0.54,-44.82,-3.42,44.95
10.928,-0.66,-44.82,-3.36,44.95
10.942,-0.72,-44.76,-3.30,44.89
10.948,-0.78,-44.70,-3.30,44.83
10.959,-0.84,-44.70,-3.30,44.83
10.967,-0.90,-44.64,-3.24,44.77
10.978,-0.96,-44.64,-3.24,44.77
11.004,-1.02,-44.64,-3.18,44.76
11.005,-1.02,-44.70,-3.18,44.82
11.008,-1.02,-44.76,-3.18,44.88
11.018,-0.96,-44.88,-3.18,45.00
11.027,-0.96,-44.94,-3.24,45.07
11.039,-0.96,-45.00,-3.18,45.12
11.047,-0.90,-45.06,-3.24,45.19
11.059,-0.90,-45.12,-3.24,45.25
11.068,-0.90,-45.18,-3.24,45.30
11.078,-0.90,-45.18,-3.24,45.30
11.088,-0.90,-45.18,-3.24,45.30
11.113,-0.90,-45.18,-3.24,45.30
11.114,-0.90,-45.12,-3.24,45.25
11.118,-0.90,-45.12,-3.24,45.25
11.130,-0.90,-45.12,-3.18,45.24
11.139,-0.90,-45.12,-3.18,45.24
11.147,-0.84,-45.12,-3.18,45.24
11.163,-0.84,-45.12,-3.18,45.24
11.168,-0.84,-45.12,-3.18,45.24
11.179,-0.84,-45.12,-3.24,45.24
11.187,-0.84,-45.12,-3.24,45.24
11.208,-0.78,-45.12,-3.24,45.24
11.210,-0.78,-45.12,-3.24,45.24
11.217,-0.72,-45.12,-3.24,45.24
11.229,-0.72,-45.18,-3.24,45.30
11.237,-0.66,-45.18,-3.24,45.30
11.247,-0.66,-45.18,-3.24,45.30
11.258,-0.60,-45.18,-3.24,45.30
11.266,-0.60,-45.24,-3.24,45.36
11.277,-0.60,-45.24,-3.24,45.36
11.286,-0.60,-45.24,-3.24,45.36
11.303,-0.60,-45.30,-3.24,45.42
11.309,-0.60,-45.30,-3.18,45.42
11.327,-0.60,-45.30,-3.18,45.42
11.328,-0.54,-45.30,-3.18,45.41
11.337,-0.54,-45.30,-3.18,45.41
11.346,-0.54,-45.30,-3.18,45.41
11.362,-0.54,-45.30,-3.18,45.41
11.366,-0.54,-45.30,-3.18,45.41
11.380,-0.60,-45.30,-3.18,45.42
11.387,-0.72,-45.30,-3.18,45.42
11.397,-0.78,-45.30,-3.18,45.42
11.405,-0.84,-45.30,-3.18,45.42
11.422,-0.84,-45.30,-3.12,45.42
11.446,-0.90,-45.30,-3.12,45.42
11.447,-0.96,-45.30,-3.06,45.41
11.448,-1.02,-45.30,-3.06,45.41
11.456,-0.96,-45.30,-3.00,45.41
11.465,-0.96,-45.24,-3.00,45.35
11.480,-0.96,-45.30,-2.94,45.41
11.485,-0.96,-45.30,-2.94,45.41
11.496,-0.96,-45.30,-2.94,45.41
11.506,-0.96,-45.36,-2.88,45.46
11.531,-0.96,-45.42,-2.88,45.52
11.533,-1.02,-45.42,-2.82,45.52
11.547,-1.02,-45.48,-2.76,45.58
11.548,-1.02,-45.54,-2.70,45.63
11.556,-1.02,-45.54,-2.70,45.63
11.565,-0.96,-45.54,-2.64,45.63
11.575,-0.90,-45.60,-2.58,45.68
11.585,-0.84,-45.60,-2.52,45.68
11.616,-0.84,-45.60,-2.46,45.67
11.617,-0.78,-45.60,-2.46,45.67
11.618,-0.78,-45.60,-2.40,45.67
11.624,-0.72,-45.60,-2.40,45.67
11.642,-0.72,-45.60,-2.40,45.67
11.651,-0.72,-45.60,-2.34,45.67
11.655,-0.72,-45.54,-2.34,45.61
11.664,-0.72,-45.54,-2.40,45.61
11.675,-0.72,-45.54,-2.40,45.61
11.684,-0.72,-45.54,-2.40,45.61
11.702,-0.72,-45.54,-2.40,45.61
11.704,-0.72,-45.54,-2.40,45.61
11.720,-0.72,-45.54,-2.40,45.61
11.724,-0.72,-45.54,-2.40,45.61
11.737,-0.72,-45.54,-2.40,45.61
11.747,-0.72,-45.54,-2.34,45.61
11.756,-0.72,-45.60,-2.28,45.66
11.766,-0.72,-45.60,-2.28,45.66
11.775,-0.72,-45.66,-2.22,45.72
11.784,-0.72,-45.72,-2.22,45.78
11.810,-0.72,-45.78,-2.16,45.84
11.812,-0.72,-45.84,-2.16,45.90
11.836,-0.72,-45.96,-2.10,46.01
11.838,-0.72,-46.02,-2.10,46.07
11.839,-0.72,-46.08,-2.10,46.13
11.843,-0.72,-46.14,-2.10,46.19
11.854,-0.72,-46.20,-2.10,46.25
11.867,-0.72,-46.20,-2.10,46.25
11.874,-0.72,-46.26,-2.04,46.31
11.883,-0.72,-46.26,-2.04,46.31
11.894,-0.72,-46.26,-1.98,46.31
11.904,-0.72,-46.20,-1.98,46.25
11.931,-0.72,-46.20,-1.98,46.25
11.933,-0.72,-46.14,-1.92,46.19
11.935,-0.72,-46.14,-1.86,46.18
11.944,-0.72,-46.08,-1.86,46.12
11.958,-0.66,-46.08,-1.80,46.12
11.963,-0.66,-46.02,-1.80,46.06
11.974,-0.66,-46.02,-1.80,46.06
11.989,-0.66,-46.08,-1.80,46.12
11.994,-0.66,-46.08,-1.80,46.12
12.004,-0.66,-46.02,-1.80,46.06
12.014,-0.66,-46.02,-1.80,46.06
12.030,-0.60,-46.02,-1.80,46.06
12.037,-0.60,-46.02,-1.80,46.06
12.045,-0.60,-46.02,-1.80,46.06
12.054,-0.60,-46.02,-1.80,46.06
12.063,-0.60,-46.02,-1.80,46.06
12.075,-0.60,-45.96,-1.80,46.00
12.087,-0.60,-45.96,-1.80,46.00
12.095,-0.60,-45.96,-1.80,46.00
12.107,-0.60,-45.96,-1.80,46.00
12.113,-0.54,-45.96,-1.80,46.00
12.140,-0.60,-45.90,-1.86,45.94
12.142,-0.60,-45.96,-1.86,46.00
12.145,-0.60,-45.96,-1.86,46.00
12.163,-0.66,-45.96,-1.86,46.00
12.164,-0.66,-45.96,-1.86,46.00
12.177,-0.72,-45.96,-1.86,46.00
12.181,-0.72,-45.96,-1.86,46.00
12.193,-0.72,-45.96,-1.86,46.00
12.208,-0.72,-46.02,-1.86,46.06
12.212,-0.66,-46.02,-1.86,46.06
12.227,-0.66,-46.02,-1.86,46.06
12.233,-0.60,-46.08,-1.86,46.12
12.242,-0.60,-46.08,-1.86,46.12
12.256,-0.60,-46.08,-1.86,46.12
12.261,-0.54,-46.08,-1.86,46.12
12.273,-0.60,-46.14,-1.86,46.18
12.281,-0.60,-46.14,-1.86,46.18
12.292,-0.60,-46.20,-1.80,46.24
12.320,-0.60,-46.20,-1.80,46.24
12.322,-0.66,-46.26,-1.80,46.30
12.324,-0.66,-46.32,-1.80,46.36
12.332,-0.66,-46.32,-1.74,46.36
12.356,-0.66,-46.38,-1.74,46.42
12.357,-0.66,-46.44,-1.68,46.48
12.360,-0.72,-46.50,-1.62,46.53
12.372,-0.72,-46.56,-1.56,46.59
12.380,-0.78,-46.56,-1.44,46.59
12.392,-0.78,-46.62,-1.38,46.65
12.401,-0.84,-46.62,-1.32,46.65
12.414,-0.84,-46.62,-1.26,46.64
12.432,-0.90,-46.68,-1.20,46.70
12.432,-0.90,-46.68,-1.14,46.70
