0.036,-1.26,23.22,-32.46,39.93
0.036,-1.26,23.10,-32.46,39.86
0.037,-1.26,23.04,-32.52,39.87
0.037,-1.20,22.98,-32.58,39.89
0.047,-1.20,22.92,-32.58,39.85
0.054,-1.20,22.92,-32.64,39.90
0.064,-1.26,22.86,-32.70,39.92
0.071,-1.26,22.86,-32.70,39.92
0.081,-1.26,22.86,-32.70,39.92
0.091,-1.26,22.86,-32.76,39.97
0.114,-1.26,22.92,-32.76,40.00
0.116,-1.26,22.92,-32.76,40.00
0.150,-1.26,22.92,-32.82,40.05
0.152,-1.26,22.92,-32.82,40.05
0.154,-1.26,22.92,-32.82,40.05
0.155,-1.26,22.98,-32.88,40.13
0.164,-1.32,22.98,-32.88,40.14
0.181,-1.32,22.98,-32.88,40.14
0.182,-1.32,22.98,-32.88,40.14
0.197,-1.32,22.98,-32.88,40.14
0.221,-1.32,22.98,-32.88,40.14
0.222,-1.32,22.98,-32.88,40.14
0.222,-1.32,22.98,-32.88,40.14
0.231,-1.32,22.98,-32.88,40.14
0.248,-1.32,22.98,-32.88,40.14
0.266,-1.38,22.98,-32.88,40.14
0.267,-1.38,22.98,-32.88,40.14
0.282,-1.38,22.98,-32.88,40.14
0.284,-1.38,22.98,-32.88,40.14
0.300,-1.38,22.98,-32.94,40.19
0.301,-1.38,22.98,-32.94,40.19
0.335,-1.44,22.98,-32.94,40.19
0.336,-1.44,22.98,-32.94,40.19
0.337,-1.44,22.98,-32.94,40.19
0.351,-1.44,22.98,-32.94,40.19
0.352,-1.44,22.98,-32.94,40.19
0.371,-1.44,22.98,-32.94,40.19
0.373,-1.38,22.92,-32.94,40.15
0.380,-1.38,22.92,-32.94,40.15
0.390,-1.32,22.86,-32.88,40.07
0.418,-1.32,22.86,-32.88,40.07
0.419,-1.26,22.86,-32.88,40.07
0.420,-1.26,22.86,-32.88,40.07
0.430,-1.20,22.86,-32.94,40.11
0.458,-1.14,22.86,-32.94,40.11
0.459,-1.14,22.86,-32.94,40.11
0.460,-1.14,22.86,-32.88,40.06
0.471,-1.14,22.86,-32.82,40.01
0.479,-1.08,22.86,-32.82,40.01
0.489,-1.08,22.86,-32.76,39.96
0.519,-1.08,22.86,-32.70,39.91
0.520,-1.08,22.86,-32.70,39.91
0.522,-1.08,22.86,-32.64,39.86
0.529,-1.08,22.86,-32.64,39.86
0.551,-1.14,22.80,-32.64,39.83
0.555,-1.14,22.80,-32.70,39.88
0.559,-1.14,22.80,-32.70,39.88
0.570,-1.14,22.80,-32.76,39.93
0.578,-1.20,22.80,-32.76,39.93
0.589,-1.20,22.80,-32.82,39.98
