39.47093,23.7,-0.48,-31.56,1257195918
39.59227,23.58,-0.54,-31.8,1436504293
39.531807,23.64,-0.54,-31.68,1616304626
39.518917,23.7,-0.48,-31.62,1795862876
39.50698,23.76,-0.48,-31.56,1975444543
39.53144,23.88,-0.48,-31.5,2155014293
39.471565,23.94,-0.42,-31.38,2334566126
39.42388,23.94,-0.42,-31.32,2514026085
39.375637,23.94,-0.36,-31.26,2693729377
39.279934,23.94,-0.3,-31.14,2873143960
39.279934,23.94,-0.3,-31.14,3052982752
39.232384,23.94,-0.3,-31.08,3232387669
39.232384,23.94,-0.3,-31.08,3412052794
39.23197,23.94,-0.24,-31.08,3591394919
39.184456,23.94,-0.24,-31.02,3771187794
39.22114,24.0,-0.24,-31.02,3951570877
39.257885,24.06,-0.24,-31.02,4130290877
39.247337,24.12,-0.24,-30.96,4310615252
39.28424,24.18,-0.24,-30.96,4489316711
39.3212,24.24,-0.24,-30.96,4668808086
39.273975,24.24,-0.24,-30.9,4848536128
39.310715,24.3,-0.18,-30.9,5028179211
39.34783,24.36,-0.18,-30.9,5207860086
39.300503,24.36,-0.12,-30.84,5387406420
39.347466,24.36,-0.06,-30.9,5566846545
39.384598,24.42,0.0,-30.9,5746504045
39.384644,24.42,0.06,-30.9,5925931836
39.4321,24.42,0.18,-30.96,6106405045
39.395702,24.36,0.3,-30.96,6285921920
39.396202,24.36,0.36,-30.96,6464787170
39.44465,24.36,0.48,-31.02,6644358378
39.445427,24.36,0.54,-31.02,6823965045
39.409267,24.3,0.6,-31.02,7003400212
39.409267,24.3,0.6,-31.02,7183768212
39.41023,24.3,0.66,-31.02,7362538295
39.41023,24.3,0.66,-31.02,7542890129
39.3723,24.24,0.6,-31.02,7722548587
39.407623,24.3,0.48,-31.02,7902025546
39.359726,24.3,0.42,-30.96,8080975879
39.35913,24.3,0.36,-30.96,8261195546
39.40584,24.3,0.3,-31.02,8440743171
39.40584,24.3,0.3,-31.02,8619522213
39.40584,24.3,0.3,-31.02,8799894004
39.40584,24.3,0.3,-31.02,8978760546
39.40584,24.3,0.3,-31.02,9158247463
39.40584,24.3,0.3,-31.02,9337842005
39.40584,24.3,0.3,-31.02,9517213380
39.406345,24.3,0.36,-31.02,9696910172
39.406345,24.3,0.36,-31.02,9876458713
39.406345,24.3,0.36,-31.02,10056076130
39.406345,24.3,0.36,-31.02,10235684922
39.406345,24.3,0.36,-31.02,10415381880
39.406345,24.3,0.36,-31.02,10594852589
39.406345,24.3,0.36,-31.02,10774502547
39.406345,24.3,0.36,-31.02,10954074339
39.369373,24.24,0.36,-31.02,11134171506
39.369373,24.24,0.36,-31.02,11313076922
39.332462,24.18,0.36,-31.02,11492686547
39.332462,24.18,0.36,-31.02,11673115548
39.2951,24.12,0.3,-31.02,11851646881
39.2951,24.12,0.3,-31.02,12032079714
39.34248,24.12,0.3,-31.08,12211754006
39.389896,24.12,0.3,-31.14,12391360673
39.510857,24.24,0.3,-31.2,12570860798
39.595043,24.3,0.3,-31.26,12749810590
39.763435,24.42,0.3,-31.38,12929246423
39.847633,24.48,0.3,-31.44,13108790465
39.96874,24.6,0.3,-31.5,13288418173
40.089924,24.72,0.3,-31.56,13468268840
