time,x,y,z,MF
1.382,2.04,-37.02,-5.34,37.46
1.431,2.10,-37.02,-5.34,37.46
1.432,2.16,-36.96,-5.34,37.41
1.434,2.22,-36.96,-5.34,37.41
1.435,2.28,-36.96,-5.34,37.41
1.436,2.28,-36.96,-5.34,37.41
1.437,2.28,-36.96,-5.34,37.41
1.445,2.34,-36.96,-5.28,37.41
1.465,2.34,-36.96,-5.28,37.41
1.468,2.40,-36.90,-5.28,37.35
1.494,2.40,-36.90,-5.22,37.34
1.495,2.46,-36.84,-5.22,37.29
1.495,2.46,-36.84,-5.22,37.29
1.505,2.46,-36.84,-5.22,37.29
1.515,2.52,-36.84,-5.22,37.29
1.525,2.52,-36.84,-5.22,37.29
1.537,2.52,-36.78,-5.22,37.23
1.547,2.52,-36.78,-5.22,37.23
1.565,2.52,-36.78,-5.22,37.23
1.569,2.52,-36.78,-5.28,37.24
1.592,2.52,-36.78,-5.34,37.25
1.594,2.52,-36.84,-5.34,37.31
1.598,2.46,-36.84,-5.40,37.31
1.637,2.46,-36.90,-5.40,37.37
1.639,2.46,-36.96,-5.46,37.44
1.639,2.40,-37.02,-5.46,37.50
1.640,2.40,-37.14,-5.46,37.62
1.645,2.40,-37.20,-5.46,37.68
1.657,2.34,-37.26,-5.46,37.73
1.664,2.28,-37.26,-5.46,37.73
1.686,2.16,-37.32,-5.40,37.77
1.688,2.04,-37.32,-5.40,37.76
1.694,1.98,-37.26,-5.46,37.71
1.721,1.92,-37.26,-5.46,37.71
1.723,1.86,-37.26,-5.46,37.70
1.725,1.86,-37.20,-5.46,37.64
1.734,1.80,-37.20,-5.46,37.64
1.744,1.86,-37.14,-5.46,37.59
1.771,1.92,-37.08,-5.46,37.53
1.774,1.98,-36.96,-5.46,37.41
1.776,2.04,-36.84,-5.46,37.30
1.784,2.10,-36.78,-5.40,37.23
1.816,2.22,-36.72,-5.40,37.18
1.817,2.34,-36.60,-5.40,37.07
1.818,2.46,-36.54,-5.40,37.02
1.825,2.58,-36.48,-5.34,36.96
1.833,2.70,-36.48,-5.34,36.97
1.843,2.76,-36.54,-5.34,37.03
1.856,2.82,-36.54,-5.34,37.04
1.882,2.94,-36.54,-5.34,37.04
1.884,2.94,-36.54,-5.34,37.04
1.885,2.94,-36.54,-5.28,37.04
1.928,2.94,-36.54,-5.28,37.04
1.931,2.94,-36.60,-5.28,37.10
1.933,2.94,-36.60,-5.22,37.09
1.935,2.94,-36.66,-5.22,37.15
1.936,2.88,-36.66,-5.16,37.13
1.945,2.88,-36.72,-5.16,37.19
1.953,2.88,-36.78,-5.16,37.25
1.963,2.88,-36.78,-5.16,37.25
1.992,2.88,-36.78,-5.10,37.24
1.994,2.88,-36.78,-5.10,37.24
1.996,2.88,-36.78,-5.10,37.24
2.037,2.88,-36.78,-5.10,37.24
2.039,2.88,-36.78,-5.10,37.24
2.040,2.88,-36.72,-5.04,37.18
2.041,2.88,-36.72,-5.04,37.18
2.043,2.82,-36.78,-5.04,37.23
2.052,2.82,-36.72,-5.04,37.17
2.068,2.82,-36.72,-5.04,37.17
2.071,2.82,-36.72,-5.04,37.17
2.098,2.82,-36.72,-5.04,37.17
2.099,2.82,-36.72,-5.04,37.17
2.102,2.82,-36.72,-5.04,37.17
2.112,2.82,-36.72,-4.98,37.16
2.121,2.82,-36.66,-4.98,37.10
2.134,2.82,-36.66,-4.98,37.10
2.147,2.82,-36.66,-4.98,37.10
2.152,2.82,-36.66,-4.98,37.10
2.176,2.76,-36.66,-5.04,37.11
2.179,2.76,-36.66,-5.04,37.11
2.231,2.76,-36.66,-5.10,37.12
2.232,2.76,-36.66,-5.10,37.12
2.233,2.76,-36.66,-5.16,37.12
2.241,2.70,-36.72,-5.16,37.18
2.243,2.70,-36.72,-5.22,37.19
2.244,2.70,-36.78,-5.28,37.26
2.245,2.70,-36.78,-5.34,37.26
2.252,2.64,-36.78,-5.34,37.26
2.269,2.64,-36.78,-5.40,37.27
2.270,2.64,-36.78,-5.40,37.27
2.298,2.58,-36.84,-5.40,37.32
2.299,2.58,-36.78,-5.40,37.26
2.311,2.58,-36.78,-5.46,37.27
2.311,2.52,-36.78,-5.40,37.26
2.327,2.52,-36.78,-5.34,37.25
2.345,2.52,-36.78,-5.34,37.25
2.346,2.52,-36.78,-5.28,37.24
2.367,2.52,-36.78,-5.28,37.24
2.372,2.58,-36.78,-5.22,37.24
2.397,2.58,-36.78,-5.16,37.23
2.400,2.58,-36.78,-5.10,37.22
2.402,2.64,-36.78,-5.10,37.23
2.439,2.64,-36.78,-5.04,37.22
2.441,2.64,-36.72,-5.04,37.16
2.441,2.70,-36.72,-5.04,37.16
2.442,2.70,-36.72,-5.04,37.16
2.443,2.70,-36.72,-5.04,37.16
2.450,2.70,-36.72,-5.04,37.16
2.459,2.70,-36.72,-5.10,37.17
2.475,2.70,-36.72,-5.10,37.17
2.499,2.64,-36.72,-5.10,37.17
2.499,2.58,-36.78,-5.10,37.22
2.500,2.58,-36.78,-5.10,37.22
2.509,2.52,-36.78,-5.10,37.22
2.519,2.46,-36.78,-5.10,37.21
2.530,2.40,-36.78,-5.10,37.21
2.539,2.34,-36.78,-5.10,37.21
2.550,2.34,-36.78,-5.10,37.21
2.561,2.40,-36.84,-5.04,37.26
2.595,2.46,-36.84,-5.04,37.26
2.598,2.52,-36.84,-4.98,37.26
2.600,2.58,-36.90,-4.98,37.32
2.602,2.70,-36.90,-4.98,37.33
2.638,2.82,-36.90,-4.92,37.33
2.639,2.94,-36.90,-4.92,37.34
2.640,3.00,-36.90,-4.92,37.35
2.641,3.06,-36.90,-4.92,37.35
2.649,3.12,-36.84,-4.98,37.31
2.659,3.18,-36.84,-4.98,37.31
2.673,3.18,-36.78,-4.98,37.25
2.678,2.94,-36.72,-4.92,37.16
2.705,2.76,-36.72,-4.86,37.14
2.707,2.58,-36.66,-4.86,37.07
2.710,2.40,-36.60,-4.80,36.99
2.719,2.22,-36.60,-4.74,36.97
2.729,2.10,-36.60,-4.74,36.97
2.738,1.92,-36.60,-4.68,36.95
2.764,1.86,-36.60,-4.68,36.94
2.766,1.92,-36.60,-4.74,36.96
2.772,1.98,-36.60,-4.80,36.97
2.778,2.04,-36.60,-4.86,36.98
2.820,2.10,-36.66,-4.98,37.06
2.821,2.16,-36.66,-5.04,37.07
2.822,2.22,-36.66,-5.10,37.08
2.823,2.34,-36.72,-5.16,37.15
2.828,2.40,-36.72,-5.22,37.17
2.837,2.46,-36.78,-5.28,37.24
2.863,2.52,-36.78,-5.28,37.24
2.865,2.58,-36.84,-5.28,37.31
2.867,2.58,-36.84,-5.22,37.30
2.887,2.58,-36.90,-5.22,37.36
2.888,2.58,-36.90,-5.22,37.36
2.898,2.58,-36.90,-5.22,37.36
2.907,2.58,-36.90,-5.28,37.37
2.918,2.58,-36.90,-5.28,37.37
2.927,2.52,-36.90,-5.28,37.36
2.937,2.46,-36.84,-5.28,37.30
2.949,2.40,-36.90,-5.28,37.35
2.971,2.34,-36.96,-5.28,37.41
2.973,2.34,-36.96,-5.28,37.41
2.977,2.28,-36.96,-5.22,37.40
3.017,2.28,-36.96,-5.22,37.40
3.018,2.22,-37.02,-5.22,37.45
3.019,2.22,-37.02,-5.22,37.45
3.020,2.28,-37.02,-5.16,37.45
3.027,2.28,-37.02,-5.16,37.45
3.037,2.34,-36.96,-5.16,37.39
3.047,2.28,-36.96,-5.10,37.38
3.060,2.28,-36.96,-5.10,37.38
3.088,2.28,-36.96,-5.10,37.38
3.089,2.28,-36.96,-5.10,37.38
3.090,2.28,-36.96,-5.04,37.37
3.096,2.28,-36.96,-5.04,37.37
3.107,2.28,-36.90,-5.04,37.31
3.116,2.28,-36.90,-5.04,37.31
3.127,2.28,-36.84,-5.04,37.25
3.140,2.28,-36.84,-5.04,37.25
3.146,2.28,-36.78,-5.04,37.19
3.157,2.28,-36.78,-5.04,37.19
3.166,2.34,-36.78,-5.04,37.20
3.187,2.34,-36.78,-5.04,37.20
3.189,2.40,-36.72,-5.04,37.14
3.197,2.46,-36.72,-5.04,37.15
3.212,2.52,-36.78,-5.04,37.21
3.237,2.52,-36.78,-5.04,37.21
3.237,2.58,-36.84,-5.04,37.27
3.238,2.58,-36.84,-5.04,37.27
3.245,2.64,-36.84,-5.04,37.28
3.255,2.64,-36.84,-5.04,37.28
3.266,2.64,-36.84,-5.04,37.28
3.286,2.70,-36.84,-5.10,37.29
3.286,2.70,-36.90,-5.10,37.35
3.295,2.70,-36.84,-5.16,37.30
3.310,2.70,-36.84,-5.22,37.31
3.314,2.76,-36.84,-5.22,37.31
3.325,2.76,-36.84,-5.28,37.32
3.335,2.76,-36.84,-5.34,37.33
3.345,2.76,-36.84,-5.34,37.33
3.367,2.70,-36.84,-5.34,37.32
3.369,2.70,-36.84,-5.34,37.32
3.407,2.70,-36.84,-5.40,37.33
3.408,2.64,-36.78,-5.34,37.26
3.409,2.64,-36.78,-5.40,37.27
3.410,2.58,-36.72,-5.40,37.20
3.414,2.52,-36.72,-5.40,37.20
3.425,2.46,-36.72,-5.46,37.21
3.434,2.40,-36.66,-5.52,37.15
3.444,2.40,-36.66,-5.52,37.15
3.468,2.34,-36.66,-5.52,37.15
3.472,2.34,-36.66,-5.58,37.16
3.475,2.28,-36.66,-5.58,37.15
3.518,2.28,-36.66,-5.58,37.15
3.520,2.28,-36.66,-5.58,37.15
3.521,2.28,-36.66,-5.58,37.15
3.523,2.28,-36.60,-5.58,37.09
3.525,2.28,-36.60,-5.52,37.08
3.535,2.28,-36.60,-5.52,37.08
3.544,2.28,-36.60,-5.46,37.08
3.555,2.28,-36.54,-5.46,37.02
3.582,2.28,-36.54,-5.40,37.01
3.585,2.28,-36.54,-5.40,37.01
3.586,2.34,-36.54,-5.40,37.01
3.620,2.34,-36.54,-5.40,37.01
3.622,2.34,-36.54,-5.34,37.00
3.623,2.40,-36.54,-5.34,37.01
3.624,2.40,-36.60,-5.34,37.07
3.633,2.40,-36.66,-5.34,37.12
3.644,2.46,-36.72,-5.34,37.19
3.653,2.46,-36.72,-5.34,37.19
3.668,2.46,-36.78,-5.34,37.25
3.699,2.52,-36.84,-5.34,37.31
3.701,2.52,-36.90,-5.34,37.37
3.702,2.52,-36.96,-5.34,37.43
3.706,2.52,-36.96,-5.40,37.44
3.713,2.52,-36.96,-5.40,37.44
3.726,2.46,-36.96,-5.46,37.44
3.733,2.46,-36.96,-5.46,37.44
3.745,2.46,-36.96,-5.52,37.45
3.753,2.40,-36.96,-5.52,37.45
3.763,2.40,-36.96,-5.58,37.46
3.772,2.40,-36.96,-5.58,37.46
3.794,2.34,-36.96,-5.58,37.45
3.795,2.34,-36.96,-5.52,37.44
3.805,2.34,-36.96,-5.40,37.43
3.847,2.34,-36.90,-5.28,37.35
3.849,2.34,-36.90,-5.22,37.34
3.850,2.34,-36.90,-5.10,37.32
3.852,2.40,-36.90,-4.98,37.31
3.853,2.40,-36.90,-4.92,37.30
3.862,2.46,-36.90,-4.86,37.30
3.872,2.46,-37.02,-4.80,37.41
3.888,2.46,-37.14,-4.80,37.53
3.927,2.52,-37.26,-4.80,37.65
3.928,2.52,-37.32,-4.80,37.71
3.928,2.52,-37.44,-4.80,37.83
3.929,2.46,-37.50,-4.80,37.89
3.931,2.46,-37.56,-4.80,37.95
3.942,2.46,-37.62,-4.80,38.00
3.952,2.46,-37.56,-4.80,37.95
3.974,2.46,-37.44,-4.80,37.83
3.976,2.46,-37.38,-4.86,37.77
4.004,2.46,-37.32,-4.86,37.72
4.006,2.40,-37.20,-4.86,37.59
4.007,2.40,-37.14,-4.86,37.53
4.015,2.40,-37.08,-4.86,37.47
4.021,2.40,-37.02,-4.92,37.42
4.033,2.40,-36.96,-4.92,37.36
4.041,2.40,-36.96,-4.92,37.36
4.051,2.40,-36.90,-4.92,37.30
4.081,2.40,-36.90,-4.98,37.31
4.083,2.34,-36.90,-4.98,37.31
4.087,2.34,-36.90,-4.98,37.31
4.092,2.28,-36.96,-5.10,37.38
4.128,2.28,-36.96,-5.22,37.40
4.131,2.28,-36.96,-5.34,37.41
4.133,2.28,-36.96,-5.52,37.44
4.134,2.22,-36.96,-5.64,37.45
4.140,2.22,-36.96,-5.76,37.47
4.151,2.22,-36.96,-5.88,37.49
4.161,2.22,-36.96,-6.00,37.51
4.175,2.22,-37.02,-6.06,37.58
4.211,2.28,-37.02,-6.06,37.58
4.212,2.28,-37.02,-6.06,37.58
4.221,2.28,-37.02,-5.94,37.56
4.222,2.34,-37.08,-5.94,37.63
4.222,2.34,-37.08,-5.94,37.63
4.233,2.34,-37.08,-5.88,37.62
4.240,2.34,-37.08,-5.88,37.62
4.249,2.34,-37.08,-5.82,37.61
4.260,2.28,-37.08,-5.82,37.60
4.273,2.22,-37.08,-5.76,37.59
4.300,2.16,-37.08,-5.76,37.59
4.301,2.16,-37.08,-5.70,37.58
4.301,2.10,-37.08,-5.64,37.57
4.309,2.04,-37.08,-5.64,37.56
4.320,2.04,-37.08,-5.58,37.55
4.332,2.04,-37.02,-5.46,37.48
4.339,1.98,-37.02,-5.40,37.46
4.350,1.98,-36.96,-5.34,37.40
4.360,1.98,-36.90,-5.28,37.33
4.373,1.98,-36.90,-5.28,37.33
4.394,1.98,-36.84,-5.28,37.27
4.397,1.98,-36.78,-5.22,37.20
4.426,1.98,-36.78,-5.22,37.20
4.426,1.98,-36.78,-5.28,37.21
4.427,1.98,-36.78,-5.28,37.21
4.428,1.98,-36.78,-5.34,37.22
4.439,1.98,-36.78,-5.34,37.22
4.453,1.98,-36.78,-5.40,37.23
4.458,1.98,-36.78,-5.40,37.23
4.477,1.98,-36.78,-5.40,37.23
4.479,1.98,-36.78,-5.46,37.24
4.489,2.04,-36.78,-5.46,37.24
4.504,2.04,-36.84,-5.40,37.29
4.509,2.04,-36.84,-5.40,37.29
4.519,1.98,-36.84,-5.40,37.29
4.528,1.98,-36.84,-5.40,37.29
4.538,1.98,-36.90,-5.34,37.34
4.548,1.98,-36.90,-5.34,37.34
4.558,1.98,-36.96,-5.28,37.39
4.578,1.98,-36.96,-5.28,37.39
4.582,1.98,-36.96,-5.22,37.38
4.615,1.98,-36.96,-5.22,37.38
4.616,1.98,-37.02,-5.16,37.43
4.617,1.98,-37.02,-5.16,37.43
4.619,2.04,-37.02,-5.16,37.43
4.628,2.04,-37.02,-5.22,37.44
4.638,2.04,-37.02,-5.28,37.45
4.648,2.04,-36.96,-5.34,37.40
4.658,2.04,-36.96,-5.40,37.41
4.685,2.04,-36.96,-5.52,37.43
4.687,2.04,-36.96,-5.58,37.43
4.689,2.04,-36.96,-5.64,37.44
4.698,2.04,-36.96,-5.76,37.46
4.724,2.04,-36.96,-5.82,37.47
4.724,2.04,-36.96,-5.94,37.49
4.727,2.04,-36.96,-6.00,37.50
4.737,2.04,-36.96,-6.06,37.51
4.747,2.04,-37.02,-6.12,37.58
4.758,2.04,-37.08,-6.18,37.65
4.783,2.04,-37.08,-6.24,37.66
4.785,2.10,-37.14,-6.30,37.73
4.788,2.10,-37.14,-6.36,37.74
4.828,2.10,-37.20,-6.24,37.78
4.829,2.10,-37.20,-6.12,37.76
4.830,2.16,-37.20,-6.00,37.74
4.831,2.10,-37.26,-5.88,37.78
4.839,2.10,-37.26,-5.70,37.75
4.846,2.10,-37.26,-5.64,37.74
4.857,2.04,-37.26,-5.52,37.72
4.866,1.98,-37.26,-5.40,37.70
4.888,1.92,-37.32,-5.34,37.75
4.890,1.92,-37.38,-5.34,37.81
4.897,1.86,-37.38,-5.34,37.81
4.914,1.80,-37.44,-5.34,37.86
4.917,1.74,-37.44,-5.40,37.87
4.927,1.68,-37.50,-5.40,37.92
4.943,1.62,-37.50,-5.40,37.92
4.947,1.62,-37.56,-5.46,37.99
4.963,1.56,-37.56,-5.46,37.99
4.966,1.56,-37.56,-5.52,38.00
4.989,1.56,-37.56,-5.52,38.00
4.991,1.50,-37.56,-5.52,37.99
4.996,1.56,-37.56,-5.52,38.00
5.032,1.56,-37.50,-5.52,37.94
5.033,1.62,-37.50,-5.52,37.94
5.034,1.62,-37.44,-5.52,37.88
5.036,1.62,-37.44,-5.52,37.88
5.046,1.68,-37.38,-5.46,37.81
5.068,1.68,-37.32,-5.46,37.75
5.069,1.74,-37.32,-5.40,37.75
5.093,1.74,-37.26,-5.40,37.69
5.094,1.68,-37.26,-5.40,37.69
5.095,1.68,-37.26,-5.40,37.69
5.106,1.68,-37.26,-5.40,37.69
5.116,1.62,-37.26,-5.40,37.68
5.125,1.62,-37.26,-5.46,37.69
5.136,1.56,-37.26,-5.46,37.69
5.146,1.50,-37.20,-5.46,37.63
5.177,1.50,-37.20,-5.46,37.63
5.180,1.44,-37.20,-5.46,37.63
5.182,1.44,-37.20,-5.46,37.63
5.185,1.44,-37.20,-5.46,37.63
5.208,1.44,-37.26,-5.46,37.69
5.211,1.44,-37.26,-5.46,37.69
5.234,1.44,-37.26,-5.46,37.69
5.236,1.50,-37.26,-5.46,37.69
5.237,1.50,-37.26,-5.52,37.70
5.244,1.56,-37.32,-5.52,37.76
5.255,1.56,-37.38,-5.52,37.82
5.268,1.56,-37.44,-5.52,37.88
5.293,1.62,-37.56,-5.52,38.00
5.293,1.62,-37.68,-5.58,38.13
5.294,1.68,-37.80,-5.58,38.25
5.304,1.68,-37.86,-5.58,38.31
5.314,1.68,-37.98,-5.58,38.42
5.325,1.68,-38.04,-5.58,38.48
5.334,1.68,-38.10,-5.52,38.53
5.344,1.68,-38.16,-5.52,38.59
5.353,1.68,-38.10,-5.52,38.53
5.363,1.68,-38.10,-5.52,38.53
5.384,1.68,-38.10,-5.52,38.53
5.385,1.68,-38.10,-5.52,38.53
5.410,1.68,-38.10,-5.52,38.53
5.411,1.68,-38.04,-5.52,38.48
5.413,1.68,-38.04,-5.58,38.48
5.423,1.68,-38.04,-5.58,38.48
5.434,1.62,-38.04,-5.58,38.48
5.444,1.62,-37.98,-5.58,38.42
5.453,1.62,-38.04,-5.58,38.48
5.463,1.56,-38.04,-5.58,38.48
5.473,1.56,-38.04,-5.58,38.48
5.486,1.50,-38.04,-5.58,38.48
5.516,1.44,-38.10,-5.58,38.53
5.518,1.44,-38.10,-5.58,38.53
5.518,1.44,-38.10,-5.58,38.53
5.523,1.44,-38.10,-5.58,38.53
5.534,1.44,-38.10,-5.58,38.53
5.547,1.38,-38.10,-5.64,38.54
5.552,1.38,-38.10,-5.64,38.54
5.562,1.44,-38.10,-5.64,38.54
5.573,1.44,-38.10,-5.64,38.54
5.587,1.44,-38.10,-5.64,38.54
5.617,1.44,-38.10,-5.70,38.55
5.618,1.44,-38.10,-5.70,38.55
5.619,1.44,-38.04,-5.76,38.50
5.623,1.44,-38.04,-5.76,38.50
5.633,1.44,-38.04,-5.82,38.51
5.642,1.44,-38.04,-5.82,38.51
5.652,1.44,-38.04,-5.82,38.51
5.670,1.44,-38.04,-5.88,38.52
5.672,1.44,-38.04,-5.88,38.52
5.698,1.44,-38.04,-5.88,38.52
5.699,1.44,-38.04,-5.88,38.52
5.702,1.44,-38.04,-5.88,38.52
5.714,1.38,-38.04,-5.88,38.52
5.721,1.38,-38.04,-5.82,38.51
5.732,1.32,-38.04,-5.82,38.51
5.741,1.32,-38.04,-5.82,38.51
5.752,1.32,-38.04,-5.82,38.51
5.780,1.32,-38.04,-5.82,38.51
5.782,1.38,-38.04,-5.82,38.51
5.783,1.44,-38.04,-5.82,38.51
5.791,1.50,-38.04,-5.82,38.51
5.801,1.56,-38.10,-5.82,38.57
5.814,1.62,-38.04,-5.82,38.52
5.821,1.74,-38.04,-5.82,38.52
5.831,1.80,-38.04,-5.82,38.52
5.841,1.80,-38.04,-5.82,38.52
5.851,1.86,-38.04,-5.82,38.53
5.860,1.86,-38.04,-5.82,38.53
5.873,1.86,-38.04,-5.82,38.53
5.904,1.80,-38.04,-5.88,38.53
5.905,1.68,-38.10,-5.88,38.59
5.906,1.56,-38.10,-5.88,38.58
5.911,1.38,-38.16,-5.88,38.64
5.920,1.26,-38.16,-5.88,38.63
5.933,1.14,-38.16,-5.88,38.63
5.940,1.02,-38.22,-5.88,38.68
5.951,0.90,-38.22,-5.82,38.67
5.960,0.84,-38.28,-5.82,38.73
5.974,0.90,-38.22,-5.82,38.67
6.005,1.02,-38.28,-5.82,38.73
6.006,1.08,-38.28,-5.82,38.73
6.007,1.14,-38.28,-5.82,38.74
6.010,1.20,-38.28,-5.82,38.74
6.019,1.20,-38.28,-5.82,38.74
6.034,1.26,-38.28,-5.82,38.74
6.040,1.26,-38.28,-5.88,38.75
6.051,1.26,-38.28,-5.88,38.75
6.059,1.20,-38.28,-5.88,38.75
6.069,1.14,-38.28,-5.88,38.75
6.079,1.14,-38.28,-5.88,38.75
6.091,1.14,-38.28,-5.88,38.75
6.120,1.20,-38.28,-5.88,38.75
6.122,1.20,-38.28,-5.94,38.76
6.122,1.26,-38.28,-5.94,38.76
6.129,1.26,-38.28,-5.88,38.75
6.139,1.32,-38.28,-5.88,38.75
6.151,1.32,-38.28,-5.88,38.75
6.158,1.38,-38.28,-5.88,38.75
6.169,1.38,-38.28,-5.88,38.75
6.179,1.38,-38.34,-5.88,38.81
6.201,1.38,-38.34,-5.88,38.81
6.202,1.38,-38.34,-5.88,38.81
6.209,1.38,-38.34,-5.88,38.81
6.230,1.32,-38.34,-5.88,38.81
6.230,1.32,-38.40,-5.88,38.87
6.239,1.32,-38.40,-5.94,38.88
6.249,1.32,-38.46,-5.94,38.94
6.258,1.32,-38.46,-6.00,38.95
6.273,1.32,-38.52,-6.00,39.01
6.278,1.26,-38.58,-6.00,39.06
6.299,1.26,-38.64,-6.00,39.12
6.300,1.20,-38.70,-6.06,39.19
6.308,1.20,-38.76,-6.12,39.26
