time,x,y,z,MF
3.271,2.10,-37.92,-5.40,38.36
3.283,2.04,-37.92,-5.40,38.36
3.306,2.04,-37.92,-5.46,38.37
3.308,1.98,-37.92,-5.52,38.37
3.311,1.98,-37.92,-5.52,38.37
3.348,1.92,-37.92,-5.52,38.37
3.350,1.92,-37.92,-5.58,38.38
3.352,1.86,-37.92,-5.58,38.37
3.353,1.80,-37.92,-5.64,38.38
3.363,1.80,-37.92,-5.64,38.38
3.370,1.80,-37.92,-5.64,38.38
3.381,1.74,-37.92,-5.64,38.38
3.400,1.74,-37.92,-5.58,38.37
3.402,1.74,-37.92,-5.58,38.37
3.420,1.68,-37.92,-5.58,38.37
3.425,1.68,-37.92,-5.58,38.37
3.429,1.68,-37.92,-5.58,38.37
3.444,1.68,-37.92,-5.58,38.37
3.449,1.68,-37.92,-5.58,38.37
3.461,1.68,-37.92,-5.58,38.37
3.469,1.62,-37.92,-5.58,38.36
3.480,1.62,-37.92,-5.58,38.36
3.490,1.62,-37.92,-5.58,38.36
3.509,1.62,-37.92,-5.58,38.36
3.511,1.62,-37.92,-5.58,38.36
3.523,1.62,-37.92,-5.58,38.36
3.537,1.62,-37.92,-5.58,38.36
3.540,1.62,-37.98,-5.58,38.42
3.549,1.62,-37.98,-5.64,38.43
3.561,1.62,-37.98,-5.64,38.43
3.568,1.62,-37.98,-5.64,38.43
3.580,1.62,-37.98,-5.70,38.44
3.588,1.62,-38.04,-5.76,38.51
3.613,1.62,-38.04,-5.82,38.52
3.615,1.62,-38.04,-5.88,38.53
3.619,1.62,-38.10,-6.00,38.60
3.640,1.62,-38.10,-6.06,38.61
3.642,1.62,-38.10,-6.12,38.62
3.648,1.68,-38.16,-6.18,38.69
3.663,1.68,-38.16,-6.24,38.70
3.668,1.68,-38.16,-6.30,38.71
3.679,1.68,-38.16,-6.30,38.71
3.688,1.68,-38.16,-6.24,38.70
3.706,1.68,-38.16,-6.24,38.70
3.716,1.68,-38.16,-6.18,38.69
3.719,1.68,-38.16,-6.12,38.68
3.735,1.68,-38.16,-6.12,38.68
3.739,1.68,-38.16,-6.06,38.67
3.748,1.68,-38.16,-6.00,38.67
3.759,1.62,-38.16,-6.00,38.66
3.769,1.56,-38.16,-6.00,38.66
3.787,1.50,-38.16,-6.00,38.66
3.788,1.50,-38.16,-6.00,38.66
3.798,1.44,-38.16,-6.00,38.66
3.807,1.38,-38.16,-6.06,38.66
3.821,1.38,-38.16,-6.06,38.66
3.845,1.32,-38.16,-6.12,38.67
3.846,1.32,-38.22,-6.12,38.73
3.851,1.32,-38.28,-6.18,38.80
3.858,1.32,-38.28,-6.18,38.80
3.867,1.32,-38.34,-6.18,38.86
3.880,1.32,-38.34,-6.12,38.85
3.887,1.32,-38.40,-6.06,38.90
3.902,1.32,-38.40,-6.00,38.89
3.909,1.32,-38.40,-5.94,38.88
3.930,1.32,-38.40,-5.88,38.87
3.939,1.26,-38.40,-5.88,38.87
3.941,1.26,-38.40,-5.82,38.86
3.965,1.26,-38.40,-5.82,38.86
3.967,1.26,-38.40,-5.76,38.85
3.969,1.26,-38.40,-5.76,38.85
3.977,1.26,-38.40,-5.76,38.85
3.987,1.26,-38.40,-5.76,38.85
4.009,1.32,-38.46,-5.82,38.92
4.011,1.38,-38.46,-5.82,38.92
4.034,1.44,-38.46,-5.88,38.93
4.035,1.50,-38.46,-5.94,38.94
4.038,1.56,-38.46,-5.94,38.95
4.050,1.62,-38.52,-6.00,39.02
4.057,1.68,-38.52,-6.00,39.02
4.068,1.68,-38.52,-6.06,39.03
4.078,1.68,-38.52,-6.06,39.03
4.088,1.62,-38.52,-6.00,39.02
4.115,1.62,-38.52,-6.00,39.02
4.129,1.62,-38.52,-5.94,39.01
4.131,1.56,-38.52,-5.94,39.01
4.133,1.56,-38.52,-5.88,39.00
4.159,1.56,-38.46,-5.88,38.94
4.160,1.56,-38.46,-5.82,38.93
4.161,1.50,-38.40,-5.76,38.86
4.169,1.50,-38.40,-5.70,38.85
4.177,1.50,-38.34,-5.64,38.78
4.185,1.50,-38.28,-5.64,38.72
4.196,1.50,-38.22,-5.58,38.65
4.206,1.44,-38.22,-5.58,38.65
4.233,1.44,-38.28,-5.58,38.71
4.235,1.44,-38.28,-5.58,38.71
4.237,1.44,-38.28,-5.64,38.72
4.246,1.44,-38.28,-5.64,38.72
4.256,1.44,-38.28,-5.64,38.72
4.270,1.44,-38.28,-5.64,38.72
4.277,1.44,-38.34,-5.70,38.79
4.287,1.44,-38.28,-5.70,38.73
4.297,1.38,-38.34,-5.70,38.79
4.306,1.32,-38.34,-5.70,38.78
4.343,1.32,-38.34,-5.70,38.78
4.346,1.26,-38.34,-5.70,38.78
4.347,1.20,-38.40,-5.70,38.84
4.349,1.14,-38.40,-5.76,38.85
4.381,1.08,-38.46,-5.76,38.90
4.384,1.02,-38.46,-5.76,38.90
4.386,0.96,-38.52,-5.82,38.97
4.388,0.96,-38.52,-5.88,38.98
4.396,0.96,-38.58,-5.94,39.05
4.412,0.90,-38.58,-6.06,39.06
4.415,0.90,-38.58,-6.12,39.07
4.437,0.96,-38.58,-6.18,39.08
4.438,0.96,-38.64,-6.24,39.15
4.444,0.96,-38.64,-6.30,39.16
4.455,1.02,-38.64,-6.30,39.16
4.464,1.02,-38.64,-6.36,39.17
4.477,1.02,-38.64,-6.30,39.16
4.508,1.02,-38.64,-6.30,39.16
4.512,1.02,-38.64,-6.30,39.16
4.515,0.96,-38.64,-6.24,39.15
4.516,0.96,-38.64,-6.24,39.15
4.535,0.96,-38.70,-6.18,39.20
4.539,0.90,-38.70,-6.18,39.20
4.544,0.90,-38.70,-6.12,39.19
4.555,0.90,-38.76,-6.12,39.25
4.563,0.84,-38.82,-6.12,39.31
4.574,0.84,-38.82,-6.12,39.31
4.583,0.84,-38.82,-6.06,39.30
4.601,0.84,-38.88,-6.06,39.36
4.604,0.84,-38.88,-6.06,39.36
4.615,0.84,-38.88,-6.06,39.36
4.625,0.84,-38.88,-6.00,39.35
4.634,0.84,-38.94,-6.00,39.41
4.644,0.84,-38.94,-6.00,39.41
4.658,0.84,-38.94,-6.00,39.41
4.664,0.90,-38.94,-5.94,39.40
4.676,0.90,-38.94,-5.94,39.40
4.684,0.90,-38.94,-5.94,39.40
4.695,0.90,-38.94,-5.94,39.40
4.717,0.90,-38.94,-5.94,39.40
4.720,0.90,-38.94,-5.94,39.40
4.748,0.90,-39.00,-5.94,39.46
4.749,0.90,-39.00,-5.94,39.46
4.749,0.90,-39.00,-5.88,39.45
4.757,0.90,-39.00,-5.88,39.45
4.763,0.90,-39.06,-5.88,39.51
4.773,0.90,-39.06,-5.82,39.50
4.783,0.90,-39.06,-5.82,39.50
4.794,0.90,-39.12,-5.82,39.56
4.807,0.90,-39.12,-5.82,39.56
4.828,0.90,-39.12,-5.82,39.56
4.831,0.90,-39.12,-5.76,39.55
4.834,0.90,-39.06,-5.76,39.49
4.863,0.90,-39.06,-5.76,39.49
4.865,0.84,-39.06,-5.70,39.48
4.866,0.84,-39.06,-5.70,39.48
4.877,0.78,-39.12,-5.64,39.53
4.882,0.78,-39.12,-5.64,39.53
4.894,0.72,-39.18,-5.58,39.58
4.902,0.72,-39.24,-5.52,39.63
4.929,0.66,-39.30,-5.52,39.69
4.934,0.60,-39.36,-5.52,39.75
4.935,0.60,-39.36,-5.46,39.74
4.942,0.60,-39.42,-5.46,39.80
4.953,0.54,-39.42,-5.46,39.80
4.961,0.54,-39.42,-5.46,39.80
4.976,0.54,-39.42,-5.46,39.80
4.982,0.48,-39.42,-5.52,39.81
4.992,0.48,-39.42,-5.58,39.82
5.002,0.48,-39.42,-5.70,39.83
5.029,0.48,-39.48,-5.76,39.90
5.031,0.48,-39.48,-5.88,39.92
5.033,0.54,-39.48,-5.94,39.93
5.058,0.54,-39.48,-6.00,39.94
5.060,0.54,-39.48,-6.12,39.96
5.062,0.60,-39.48,-6.18,39.97
5.072,0.60,-39.48,-6.12,39.96
5.080,0.66,-39.48,-6.06,39.95
5.110,0.66,-39.48,-6.00,39.94
5.118,0.66,-39.48,-5.94,39.93
5.118,0.66,-39.48,-5.94,39.93
5.120,0.66,-39.48,-5.88,39.92
5.132,0.66,-39.48,-5.82,39.91
5.139,0.66,-39.48,-5.82,39.91
5.152,0.66,-39.48,-5.82,39.91
5.160,0.66,-39.48,-5.82,39.91
5.172,0.66,-39.42,-5.82,39.85
5.180,0.66,-39.42,-5.82,39.85
5.202,0.60,-39.42,-5.82,39.85
5.203,0.60,-39.42,-5.82,39.85
5.228,0.60,-39.42,-5.82,39.85
5.228,0.54,-39.42,-5.76,39.84
5.231,0.54,-39.42,-5.76,39.84
5.240,0.54,-39.42,-5.70,39.83
5.253,0.48,-39.42,-5.70,39.83
5.266,0.48,-39.42,-5.70,39.83
5.271,0.48,-39.48,-5.70,39.89
5.285,0.48,-39.48,-5.70,39.89
5.291,0.48,-39.54,-5.70,39.95
5.307,0.54,-39.60,-5.70,40.01
5.326,0.60,-39.60,-5.70,40.01
5.330,0.72,-39.66,-5.70,40.07
5.332,0.78,-39.72,-5.76,40.14
5.354,0.84,-39.78,-5.76,40.20
5.355,0.90,-39.84,-5.76,40.26
5.359,0.96,-39.84,-5.76,40.27
5.370,0.96,-39.90,-5.76,40.33
5.379,0.84,-39.90,-5.82,40.33
5.390,0.72,-39.90,-5.82,40.33
5.399,0.54,-39.96,-5.88,40.39
5.410,0.36,-39.90,-5.88,40.33
5.429,0.24,-39.90,-5.94,40.34
5.431,0.06,-39.90,-6.00,40.35
5.439,-0.12,-39.90,-6.06,40.36
5.460,-0.24,-39.90,-6.12,40.37
5.462,-0.36,-39.90,-6.18,40.38
5.470,-0.42,-39.90,-6.24,40.39
5.483,-0.42,-39.96,-6.24,40.45
5.489,-0.42,-39.90,-6.30,40.40
5.499,-0.36,-39.90,-6.30,40.40
5.509,-0.36,-39.90,-6.30,40.40
5.527,-0.30,-39.90,-6.24,40.39
5.560,-0.24,-39.90,-6.18,40.38
5.567,-0.18,-39.90,-6.12,40.37
5.569,-0.12,-39.84,-6.06,40.30
5.571,0.00,-39.84,-6.00,40.29
5.572,0.06,-39.78,-5.94,40.22
5.580,0.12,-39.78,-5.88,40.21
5.589,0.18,-39.72,-5.82,40.14
5.614,0.24,-39.72,-5.76,40.14
5.618,0.24,-39.72,-5.76,40.14
5.619,0.24,-39.72,-5.76,40.14
5.664,0.24,-39.72,-5.82,40.14
5.666,0.24,-39.78,-5.82,40.20
5.668,0.24,-39.78,-5.82,40.20
5.670,0.24,-39.84,-5.82,40.26
5.672,0.24,-39.84,-5.82,40.26
5.677,0.24,-39.84,-5.88,40.27
5.689,0.24,-39.84,-5.88,40.27
5.711,0.24,-39.84,-5.82,40.26
5.713,0.24,-39.84,-5.82,40.26
5.733,0.24,-39.84,-5.82,40.26
5.734,0.24,-39.90,-5.82,40.32
5.738,0.30,-39.90,-5.82,40.32
5.750,0.30,-39.90,-5.82,40.32
5.757,0.30,-39.90,-5.82,40.32
5.767,0.30,-39.90,-5.82,40.32
5.777,0.30,-39.96,-5.82,40.38
5.788,0.30,-39.96,-5.82,40.38
5.800,0.30,-39.96,-5.82,40.38
5.819,0.30,-39.96,-5.82,40.38
5.822,0.30,-39.96,-5.82,40.38
5.828,0.30,-39.96,-5.82,40.38
5.865,0.30,-39.96,-5.76,40.37
5.867,0.36,-39.96,-5.76,40.37
5.868,0.30,-40.02,-5.76,40.43
5.869,0.30,-40.02,-5.70,40.42
5.877,0.30,-40.02,-5.70,40.42
5.887,0.24,-40.02,-5.70,40.42
5.896,0.24,-40.08,-5.70,40.48
5.910,0.18,-40.14,-5.76,40.55
5.932,0.12,-40.20,-5.76,40.61
5.933,0.06,-40.26,-5.76,40.67
5.936,-0.06,-40.32,-5.76,40.73
5.947,-0.12,-40.38,-5.76,40.79
5.956,-0.24,-40.44,-5.76,40.85
5.968,-0.30,-40.56,-5.70,40.96
5.976,-0.36,-40.62,-5.70,41.02
5.988,-0.48,-40.68,-5.70,41.08
5.997,-0.54,-40.68,-5.70,41.08
6.007,-0.54,-40.74,-5.70,41.14
6.017,-0.48,-40.74,-5.64,41.13
6.036,-0.42,-40.74,-5.70,41.14
6.038,-0.36,-40.74,-5.70,41.14
6.047,-0.30,-40.74,-5.70,41.14
6.058,-0.24,-40.74,-5.64,41.13
6.066,-0.18,-40.74,-5.64,41.13
6.077,-0.12,-40.68,-5.64,41.07
6.091,-0.06,-40.68,-5.58,41.06
6.114,0.00,-40.68,-5.58,41.06
6.117,0.00,-40.68,-5.52,41.05
6.118,0.00,-40.68,-5.52,41.05
6.126,0.00,-40.68,-5.46,41.04
6.144,0.00,-40.68,-5.40,41.04
6.146,0.00,-40.68,-5.40,41.04
6.166,0.00,-40.68,-5.40,41.04
6.167,-0.06,-40.68,-5.40,41.04
6.175,-0.06,-40.68,-5.40,41.04
6.188,-0.06,-40.68,-5.40,41.04
6.195,-0.06,-40.68,-5.40,41.04
6.206,-0.06,-40.68,-5.46,41.04
6.216,-0.12,-40.68,-5.46,41.04
6.244,-0.12,-40.68,-5.46,41.04
6.247,-0.12,-40.68,-5.46,41.04
6.250,-0.18,-40.68,-5.46,41.05
6.283,-0.18,-40.68,-5.46,41.05
6.285,-0.18,-40.74,-5.46,41.10
6.291,-0.24,-40.74,-5.46,41.10
6.292,-0.24,-40.74,-5.46,41.10
