time,x,y,z,MF
6.294,-0.24,-40.74,-5.46,41.10
6.315,-0.24,-40.74,-5.46,41.10
6.316,-0.24,-40.74,-5.52,41.11
6.332,-0.24,-40.74,-5.52,41.11
6.334,-0.24,-40.74,-5.58,41.12
6.345,-0.24,-40.74,-5.64,41.13
6.356,-0.18,-40.68,-5.64,41.07
6.364,-0.18,-40.62,-5.70,41.02
6.375,0.00,-40.56,-5.76,40.97
6.385,0.06,-40.50,-5.76,40.91
6.395,0.18,-40.44,-5.82,40.86
6.405,0.30,-40.38,-5.82,40.80
6.423,0.36,-40.32,-5.82,40.74
6.425,0.42,-40.32,-5.82,40.74
6.434,0.48,-40.26,-5.82,40.68
6.458,0.54,-40.32,-5.76,40.73
6.460,0.48,-40.38,-5.76,40.79
6.464,0.42,-40.44,-5.70,40.84
6.476,0.36,-40.50,-5.70,40.90
6.484,0.36,-40.56,-5.70,40.96
6.493,0.30,-40.68,-5.70,41.08
6.504,0.24,-40.74,-5.64,41.13
6.521,0.24,-40.80,-5.64,41.19
6.541,0.24,-40.86,-5.64,41.25
6.544,0.24,-40.92,-5.64,41.31
6.545,0.24,-40.92,-5.70,41.32
6.553,0.24,-40.92,-5.70,41.32
6.565,0.24,-40.98,-5.70,41.38
6.578,0.18,-40.98,-5.76,41.38
6.584,0.18,-40.98,-5.76,41.38
6.596,0.12,-40.98,-5.82,41.39
6.604,0.12,-40.98,-5.82,41.39
6.614,0.06,-41.04,-5.82,41.45
6.644,0.06,-41.04,-5.82,41.45
6.646,0.06,-41.04,-5.82,41.45
6.648,0.00,-41.10,-5.82,41.51
6.653,0.00,-41.10,-5.82,41.51
6.668,0.00,-41.10,-5.82,41.51
6.672,0.06,-41.10,-5.82,41.51
6.683,0.06,-41.10,-5.82,41.51
6.697,0.06,-41.10,-5.82,41.51
6.703,0.06,-41.16,-5.82,41.57
6.715,0.12,-41.22,-5.82,41.63
6.723,0.12,-41.28,-5.88,41.70
6.733,0.18,-41.34,-5.88,41.76
6.748,0.24,-41.40,-5.88,41.82
6.752,0.24,-41.40,-5.88,41.82
6.763,0.30,-41.46,-5.88,41.88
6.772,0.36,-41.52,-5.94,41.94
6.783,0.36,-41.52,-5.94,41.94
6.792,0.36,-41.52,-5.94,41.94
6.811,0.36,-41.52,-5.88,41.94
6.813,0.36,-41.46,-5.88,41.88
6.823,0.36,-41.46,-5.82,41.87
6.844,0.30,-41.46,-5.82,41.87
6.846,0.30,-41.46,-5.76,41.86
6.852,0.24,-41.40,-5.76,41.80
6.864,0.24,-41.40,-5.70,41.79
6.871,0.24,-41.40,-5.70,41.79
6.883,0.24,-41.40,-5.70,41.79
6.892,0.24,-41.40,-5.64,41.78
6.903,0.24,-41.40,-5.64,41.78
6.928,0.24,-41.40,-5.64,41.78
6.931,0.24,-41.34,-5.64,41.72
6.933,0.24,-41.34,-5.64,41.72
6.941,0.24,-41.34,-5.58,41.72
6.956,0.24,-41.34,-5.58,41.72
6.966,0.24,-41.34,-5.58,41.72
6.971,0.30,-41.34,-5.58,41.72
6.982,0.30,-41.34,-5.58,41.72
6.990,0.30,-41.40,-5.58,41.78
7.001,0.30,-41.40,-5.58,41.78
7.011,0.24,-41.40,-5.58,41.78
7.031,0.24,-41.40,-5.58,41.78
7.033,0.24,-41.46,-5.58,41.83
7.042,0.12,-41.46,-5.58,41.83
7.062,0.00,-41.46,-5.64,41.84
7.065,-0.12,-41.46,-5.64,41.84
7.070,-0.12,-41.46,-5.64,41.84
7.084,-0.18,-41.46,-5.64,41.84
7.095,-0.24,-41.46,-5.64,41.84
7.105,-0.30,-41.46,-5.64,41.84
7.112,-0.30,-41.46,-5.58,41.83
7.133,-0.30,-41.52,-5.52,41.89
7.134,-0.30,-41.52,-5.52,41.89
7.140,-0.24,-41.52,-5.46,41.88
7.154,-0.30,-41.52,-5.46,41.88
7.160,-0.30,-41.58,-5.40,41.93
7.169,-0.30,-41.58,-5.40,41.93
7.182,-0.30,-41.58,-5.40,41.93
7.189,-0.30,-41.58,-5.46,41.94
7.200,-0.30,-41.58,-5.46,41.94
7.209,-0.30,-41.58,-5.52,41.95
7.239,-0.30,-41.58,-5.52,41.95
7.241,-0.30,-41.58,-5.58,41.95
7.243,-0.36,-41.64,-5.58,42.01
7.274,-0.36,-41.64,-5.58,42.01
7.276,-0.36,-41.70,-5.64,42.08
7.278,-0.42,-41.70,-5.58,42.07
7.290,-0.42,-41.76,-5.58,42.13
7.292,-0.42,-41.88,-5.58,42.25
7.303,-0.48,-42.00,-5.58,42.37
7.308,-0.48,-42.06,-5.58,42.43
7.326,-0.48,-42.12,-5.58,42.49
7.328,-0.48,-42.18,-5.58,42.55
7.346,-0.48,-42.24,-5.58,42.61
7.353,-0.54,-42.24,-5.58,42.61
7.359,-0.54,-42.30,-5.58,42.67
7.371,-0.54,-42.30,-5.58,42.67
7.379,-0.60,-42.24,-5.58,42.61
7.388,-0.60,-42.24,-5.64,42.62
7.421,-0.60,-42.24,-5.64,42.62
7.425,-0.60,-42.24,-5.64,42.62
7.426,-0.60,-42.24,-5.64,42.62
7.428,-0.60,-42.24,-5.70,42.63
7.449,-0.60,-42.24,-5.70,42.63
7.451,-0.66,-42.24,-5.70,42.63
7.458,-0.60,-42.24,-5.70,42.63
7.470,-0.60,-42.24,-5.70,42.63
7.478,-0.60,-42.24,-5.70,42.63
7.492,-0.60,-42.24,-5.70,42.63
7.499,-0.60,-42.24,-5.70,42.63
7.516,-0.66,-42.24,-5.70,42.63
7.519,-0.66,-42.24,-5.70,42.63
7.529,-0.66,-42.24,-5.70,42.63
7.557,-0.66,-42.18,-5.70,42.57
7.559,-0.66,-42.18,-5.70,42.57
7.561,-0.72,-42.18,-5.70,42.57
7.575,-0.72,-42.12,-5.70,42.51
7.579,-0.72,-42.12,-5.70,42.51
7.588,-0.66,-42.06,-5.70,42.45
7.597,-0.66,-42.06,-5.64,42.44
7.607,-0.66,-42.06,-5.64,42.44
7.630,-0.66,-42.12,-5.58,42.49
7.632,-0.66,-42.12,-5.58,42.49
7.649,-0.66,-42.12,-5.52,42.49
7.650,-0.66,-42.12,-5.52,42.49
7.660,-0.66,-42.18,-5.52,42.54
7.667,-0.66,-42.18,-5.46,42.54
7.677,-0.66,-42.24,-5.46,42.60
7.687,-0.66,-42.30,-5.46,42.66
7.698,-0.60,-42.36,-5.46,42.71
7.706,-0.54,-42.42,-5.46,42.77
7.718,-0.48,-42.48,-5.40,42.82
7.728,-0.42,-42.54,-5.40,42.88
7.755,-0.36,-42.54,-5.40,42.88
7.758,-0.36,-42.60,-5.34,42.93
7.760,-0.30,-42.60,-5.40,42.94
7.766,-0.24,-42.60,-5.34,42.93
7.778,-0.24,-42.60,-5.34,42.93
7.793,-0.24,-42.60,-5.34,42.93
7.797,-0.30,-42.60,-5.34,42.93
7.811,-0.30,-42.60,-5.28,42.93
7.818,-0.30,-42.66,-5.34,42.99
7.836,-0.30,-42.66,-5.34,42.99
7.842,-0.30,-42.66,-5.34,42.99
7.846,-0.30,-42.60,-5.34,42.93
7.856,-0.30,-42.60,-5.34,42.93
7.865,-0.30,-42.54,-5.34,42.87
7.876,-0.30,-42.48,-5.34,42.82
7.886,-0.30,-42.48,-5.34,42.82
7.896,-0.24,-42.42,-5.34,42.76
7.909,-0.24,-42.42,-5.34,42.76
7.916,-0.24,-42.36,-5.28,42.69
7.925,-0.30,-42.36,-5.28,42.69
7.936,-0.30,-42.36,-5.28,42.69
7.946,-0.30,-42.36,-5.28,42.69
7.959,-0.36,-42.36,-5.28,42.69
7.966,-0.36,-42.36,-5.22,42.68
7.976,-0.42,-42.36,-5.22,42.68
7.987,-0.42,-42.36,-5.22,42.68
7.997,-0.42,-42.36,-5.16,42.68
8.027,-0.48,-42.42,-5.10,42.73
8.029,-0.48,-42.42,-5.04,42.72
8.031,-0.48,-42.42,-4.98,42.71
8.036,-0.48,-42.48,-4.98,42.77
8.053,-0.48,-42.48,-4.92,42.77
8.057,-0.48,-42.54,-4.92,42.83
8.073,-0.54,-42.54,-4.92,42.83
8.075,-0.54,-42.60,-4.92,42.89
8.092,-0.54,-42.60,-4.92,42.89
8.100,-0.54,-42.66,-4.92,42.95
8.105,-0.54,-42.66,-4.98,42.95
8.115,-0.54,-42.66,-4.98,42.95
8.132,-0.54,-42.66,-4.98,42.95
8.135,-0.54,-42.66,-4.98,42.95
8.148,-0.48,-42.72,-4.98,43.01
8.155,-0.48,-42.66,-4.92,42.95
8.164,-0.48,-42.66,-4.92,42.95
8.175,-0.48,-42.72,-4.92,43.01
8.184,-0.48,-42.72,-4.86,43.00
8.196,-0.48,-42.72,-4.86,43.00
8.204,-0.48,-42.72,-4.80,42.99
8.216,-0.60,-42.72,-4.80,42.99
8.239,-0.66,-42.72,-4.74,42.99
8.241,-0.72,-42.72,-4.74,42.99
8.244,-0.78,-42.72,-4.74,42.99
8.260,-0.84,-42.66,-4.68,42.92
8.264,-0.84,-42.66,-4.62,42.92
8.278,-0.84,-42.60,-4.56,42.85
8.283,-0.90,-42.60,-4.56,42.85
8.295,-0.84,-42.60,-4.50,42.85
8.303,-0.84,-42.60,-4.50,42.85
8.322,-0.78,-42.60,-4.50,42.84
8.325,-0.78,-42.60,-4.50,42.84
8.336,-0.78,-42.60,-4.50,42.84
8.348,-0.84,-42.60,-4.56,42.85
8.355,-0.90,-42.66,-4.62,42.92
8.363,-0.90,-42.66,-4.68,42.93
8.375,-0.90,-42.66,-4.74,42.93
8.384,-0.96,-42.72,-4.74,42.99
8.395,-0.90,-42.72,-4.80,43.00
8.403,-0.90,-42.78,-4.80,43.06
8.417,-0.90,-42.78,-4.80,43.06
8.424,-0.84,-42.84,-4.74,43.11
8.445,-0.84,-42.84,-4.74,43.11
8.447,-0.78,-42.84,-4.68,43.10
8.454,-0.78,-42.90,-4.62,43.16
8.471,-0.72,-42.96,-4.56,43.21
8.474,-0.66,-43.02,-4.56,43.27
8.483,-0.66,-43.08,-4.50,43.32
8.500,-0.66,-43.08,-4.50,43.32
8.503,-0.66,-43.14,-4.50,43.38
8.515,-0.60,-43.14,-4.50,43.38
8.523,-0.66,-43.20,-4.50,43.44
8.544,-0.66,-43.20,-4.50,43.44
8.546,-0.66,-43.20,-4.50,43.44
8.553,-0.66,-43.14,-4.50,43.38
8.565,-0.66,-43.20,-4.50,43.44
8.573,-0.66,-43.20,-4.50,43.44
8.582,-0.72,-43.20,-4.50,43.44
8.593,-0.72,-43.20,-4.44,43.43
8.602,-0.72,-43.20,-4.44,43.43
8.629,-0.72,-43.26,-4.44,43.49
8.634,-0.72,-43.26,-4.44,43.49
8.635,-0.72,-43.26,-4.44,43.49
8.642,-0.72,-43.26,-4.44,43.49
8.654,-0.78,-43.26,-4.44,43.49
8.666,-0.78,-43.32,-4.44,43.55
8.673,-0.78,-43.32,-4.38,43.55
8.683,-0.78,-43.32,-4.38,43.55
8.692,-0.72,-43.32,-4.32,43.54
8.701,-0.72,-43.32,-4.32,43.54
8.726,-0.72,-43.32,-4.32,43.54
8.728,-0.72,-43.32,-4.26,43.53
8.745,-0.66,-43.32,-4.26,43.53
8.746,-0.66,-43.32,-4.26,43.53
8.751,-0.72,-43.32,-4.26,43.53
8.760,-0.72,-43.32,-4.32,43.54
8.772,-0.72,-43.32,-4.32,43.54
8.781,-0.78,-43.32,-4.38,43.55
8.791,-0.78,-43.38,-4.38,43.61
8.803,-0.78,-43.50,-4.44,43.73
8.830,-0.78,-43.56,-4.50,43.80
8.833,-0.78,-43.62,-4.50,43.86
8.836,-0.78,-43.74,-4.50,43.98
8.840,-0.78,-43.80,-4.50,44.04
8.852,-0.78,-43.86,-4.50,44.10
8.862,-0.78,-43.98,-4.50,44.22
8.872,-0.78,-43.98,-4.50,44.22
8.880,-0.78,-43.98,-4.50,44.22
8.891,-0.78,-43.98,-4.44,44.21
8.914,-0.78,-43.98,-4.38,44.20
8.916,-0.78,-43.98,-4.38,44.20
8.920,-0.78,-43.98,-4.32,44.20
8.941,-0.78,-43.98,-4.32,44.20
8.943,-0.78,-43.98,-4.26,44.19
8.954,-0.78,-43.98,-4.20,44.19
8.959,-0.78,-43.98,-4.20,44.19
8.970,-0.78,-44.04,-4.20,44.25
8.979,-0.72,-44.04,-4.20,44.25
8.990,-0.72,-44.04,-4.20,44.25
9.011,-0.72,-44.04,-4.20,44.25
9.013,-0.72,-44.10,-4.20,44.31
9.025,-0.72,-44.10,-4.20,44.31
9.029,-0.72,-44.10,-4.26,44.31
9.039,-0.72,-44.10,-4.26,44.31
9.051,-0.72,-44.16,-4.26,44.37
9.058,-0.78,-44.16,-4.32,44.38
9.070,-0.78,-44.16,-4.32,44.38
9.079,-0.78,-44.16,-4.32,44.38
9.093,-0.78,-44.10,-4.32,44.32
9.108,-0.78,-44.10,-4.32,44.32
9.111,-0.72,-44.10,-4.32,44.32
9.131,-0.72,-44.10,-4.32,44.32
9.132,-0.72,-44.10,-4.26,44.31
9.147,-0.72,-44.10,-4.26,44.31
9.149,-0.72,-44.10,-4.20,44.31
9.158,-0.66,-44.10,-4.20,44.30
9.171,-0.66,-44.10,-4.14,44.30
9.178,-0.60,-44.10,-4.08,44.29
9.189,-0.60,-44.16,-4.08,44.35
9.198,-0.60,-44.16,-4.08,44.35
9.210,-0.54,-44.16,-4.02,44.35
9.234,-0.54,-44.22,-4.02,44.41
9.237,-0.54,-44.22,-4.02,44.41
9.239,-0.48,-44.28,-4.02,44.46
9.250,-0.48,-44.28,-4.02,44.46
9.264,-0.48,-44.28,-4.08,44.47
9.273,-0.48,-44.34,-4.08,44.53
9.278,-0.42,-44.34,-4.08,44.53
9.289,-0.42,-44.34,-4.08,44.53
9.298,-0.42,-44.34,-4.08,44.53
9.309,-0.48,-44.34,-4.08,44.53
9.317,-0.48,-44.34,-4.08,44.53
9.336,-0.48,-44.34,-4.08,44.53
9.342,-0.48,-44.28,-4.08,44.47
9.348,-0.48,-44.22,-4.08,44.41
9.358,-0.48,-44.22,-4.08,44.41
9.368,-0.54,-44.16,-4.08,44.35
9.378,-0.54,-44.10,-4.08,44.29
9.391,-0.60,-44.10,-4.08,44.29
9.397,-0.72,-44.04,-4.08,44.23
9.408,-0.78,-44.04,-4.08,44.24
9.416,-0.84,-44.04,-4.08,44.24
9.436,-0.90,-44.04,-4.08,44.24
9.439,-0.96,-44.04,-4.08,44.24
9.448,-1.02,-44.10,-4.08,44.30
9.460,-1.08,-44.10,-4.08,44.30
9.468,-1.08,-44.10,-4.08,44.30
9.478,-1.02,-44.10,-4.02,44.29
9.493,-1.02,-44.16,-4.02,44.35
9.498,-1.02,-44.16,-4.02,44.35
9.509,-1.02,-44.16,-3.96,44.35
9.517,-1.02,-44.16,-3.96,44.35
9.543,-1.02,-44.22,-3.96,44.41
9.545,-1.02,-44.22,-3.96,44.41
9.548,-1.02,-44.28,-3.96,44.47
9.560,-0.96,-44.28,-3.96,44.47
9.568,-0.96,-44.28,-3.90,44.46
9.577,-0.96,-44.34,-3.90,44.52
9.588,-0.90,-44.34,-3.90,44.52
9.597,-0.90,-44.34,-3.84,44.52
9.627,-0.84,-44.34,-3.84,44.51
9.629,-0.84,-44.34,-3.78,44.51
9.630,-0.84,-44.34,-3.78,44.51
9.636,-0.84,-44.34,-3.72,44.50
9.648,-0.84,-44.28,-3.66,44.44
9.658,-0.84,-44.28,-3.66,44.44
9.667,-0.78,-44.22,-3.60,44.37
9.675,-0.78,-44.22,-3.60,44.37
9.687,-0.78,-44.22,-3.54,44.37
9.696,-0.78,-44.16,-3.54,44.31
9.722,-0.78,-44.22,-3.48,44.36
9.724,-0.78,-44.28,-3.48,44.42
9.727,-0.78,-44.40,-3.42,44.54
9.736,-0.78,-44.46,-3.42,44.60
9.749,-0.78,-44.52,-3.48,44.66
9.761,-0.78,-44.58,-3.48,44.72
9.766,-0.78,-44.70,-3.42,44.84
9.779,-0.78,-44.76,-3.42,44.90
9.786,-0.78,-44.82,-3.42,44.96
9.796,-0.78,-44.82,-3.42,44.96
9.806,-0.78,-44.82,-3.42,44.96
9.825,-0.78,-44.82,-3.42,44.96
9.826,-0.78,-44.82,-3.36,44.95
9.836,-0.78,-44.82,-3.36,44.95
9.847,-0.78,-44.82,-3.36,44.95
9.855,-0.78,-44.82,-3.36,44.95
9.866,-0.78,-44.82,-3.36,44.95
9.878,-0.78,-44.82,-3.36,44.95
9.887,-0.78,-44.82,-3.36,44.95
9.897,-0.78,-44.88,-3.36,45.01
9.906,-0.78,-44.88,-3.36,45.01
9.916,-0.78,-44.88,-3.30,45.01
9.945,-0.78,-44.88,-3.30,45.01
9.948,-0.72,-44.94,-3.24,45.06
9.950,-0.72,-44.94,-3.24,45.06
9.955,-0.66,-44.94,-3.24,45.06
9.970,-0.66,-44.94,-3.18,45.06
9.975,-0.60,-44.94,-3.18,45.06
9.985,-0.60,-44.94,-3.12,45.05
10.000,-0.60,-44.94,-3.12,45.05
10.005,-0.60,-44.94,-3.12,45.05
10.016,-0.60,-44.94,-3.12,45.05
10.026,-0.66,-44.94,-3.06,45.05
10.051,-0.72,-45.00,-3.06,45.11
10.054,-0.78,-45.00,-3.06,45.11
10.057,-0.90,-45.00,-3.06,45.11
10.082,-0.96,-45.00,-3.06,45.11
10.090,-1.02,-45.00,-3.06,45.12
10.091,-1.14,-45.06,-3.00,45.17
10.098,-1.20,-45.06,-3.00,45.18
10.105,-1.26,-45.06,-3.00,45.18
10.115,-1.26,-45.12,-3.00,45.24
10.124,-1.20,-45.12,-3.06,45.24
10.137,-1.08,-45.12,-3.06,45.24
10.156,-1.02,-45.12,-3.00,45.23
10.157,-0.96,-45.12,-3.00,45.23
10.167,-0.96,-45.18,-3.00,45.29
10.174,-0.90,-45.18,-3.00,45.29
10.183,-0.84,-45.18,-3.00,45.29
10.192,-0.84,-45.24,-3.00,45.35
10.205,-0.84,-45.24,-3.00,45.35
10.233,-0.84,-45.30,-3.00,45.41
10.236,-0.84,-45.30,-3.00,45.41
10.237,-0.90,-45.30,-3.00,45.41
10.244,-0.84,-45.30,-3.06,45.41
10.257,-0.84,-45.30,-3.00,45.41
10.269,-0.84,-45.30,-3.06,45.41
10.273,-0.84,-45.30,-3.06,45.41
10.284,-0.84,-45.30,-3.00,45.41
10.292,-0.84,-45.30,-3.00,45.41
10.303,-0.84,-45.30,-2.94,45.40
10.323,-0.84,-45.24,-2.88,45.34
10.324,-0.84,-45.24,-2.82,45.34
10.335,-0.84,-45.24,-2.76,45.33
10.343,-0.78,-45.24,-2.70,45.33
10.353,-0.78,-45.24,-2.64,45.32
10.370,-0.78,-45.24,-2.52,45.32
10.373,-0.78,-45.24,-2.46,45.31
10.386,-0.84,-45.24,-2.40,45.31
10.392,-0.84,-45.24,-2.34,45.31
10.403,-0.84,-45.24,-2.28,45.31
10.412,-0.84,-45.24,-2.28,45.31
10.433,-0.84,-45.24,-2.22,45.30
10.435,-0.84,-45.24,-2.22,45.30
10.444,-0.84,-45.24,-2.22,45.30
10.455,-0.84,-45.30,-2.16,45.36
10.463,-0.84,-45.36,-2.16,45.42
10.472,-0.84,-45.42,-2.16,45.48
10.486,-0.90,-45.48,-2.16,45.54
10.492,-0.90,-45.54,-2.16,45.60
10.504,-0.90,-45.54,-2.16,45.60
10.512,-0.90,-45.60,-2.16,45.66
10.529,-0.96,-45.66,-2.16,45.72
10.553,-0.96,-45.72,-2.22,45.78
10.556,-1.02,-45.72,-2.22,45.79
10.557,-1.02,-45.72,-2.22,45.79
10.564,-1.02,-45.72,-2.28,45.79
10.571,-1.02,-45.72,-2.28,45.79
10.582,-1.02,-45.72,-2.28,45.79
10.591,-1.02,-45.72,-2.28,45.79
10.604,-1.02,-45.72,-2.28,45.79
10.611,-0.96,-45.72,-2.28,45.79
10.622,-0.96,-45.78,-2.28,45.85
10.630,-0.96,-45.78,-2.28,45.85
10.650,-0.96,-45.78,-2.34,45.85
10.653,-0.96,-45.78,-2.34,45.85
10.662,-0.96,-45.84,-2.34,45.91
10.675,-1.02,-45.84,-2.34,45.91
10.686,-1.02,-45.84,-2.34,45.91
10.692,-1.08,-45.84,-2.34,45.91
10.708,-1.08,-45.90,-2.34,45.97
10.711,-1.08,-45.90,-2.34,45.97
10.723,-1.14,-45.90,-2.34,45.97
10.730,-1.14,-45.90,-2.34,45.97
10.747,-1.14,-45.90,-2.28,45.97
10.751,-1.14,-45.90,-2.22,45.97
10.766,-1.14,-45.90,-2.22,45.97
10.769,-1.14,-45.90,-2.16,45.96
10.780,-1.08,-45.90,-2.10,45.96
10.789,-1.08,-45.90,-2.10,45.96
10.802,-1.14,-45.84,-2.04,45.90
10.809,-1.14,-45.84,-2.04,45.90
10.820,-1.14,-45.84,-1.98,45.90
10.830,-1.20,-45.84,-2.04,45.90
10.850,-1.20,-45.84,-2.04,45.90
10.852,-1.26,-45.78,-2.04,45.84
10.870,-1.26,-45.78,-2.04,45.84
10.873,-1.26,-45.78,-2.04,45.84
10.880,-1.26,-45.78,-2.04,45.84
10.890,-1.26,-45.78,-1.98,45.84
10.900,-1.26,-45.78,-1.98,45.84
10.909,-1.26,-45.78,-1.92,45.84
10.934,-1.26,-45.78,-1.92,45.84
10.937,-1.20,-45.78,-1.86,45.83
10.959,-1.26,-45.78,-1.86,45.84
10.962,-1.32,-45.78,-1.86,45.84
10.964,-1.38,-45.84,-1.86,45.90
10.975,-1.44,-45.84,-1.86,45.90
10.981,-1.56,-45.90,-1.86,45.96
10.992,-1.62,-45.90,-1.86,45.97
11.000,-1.68,-45.96,-1.86,46.03
11.011,-1.74,-46.02,-1.86,46.09
11.025,-1.80,-46.08,-1.86,46.15
11.028,-1.80,-46.14,-1.80,46.21
11.047,-1.80,-46.20,-1.80,46.27
11.048,-1.80,-46.20,-1.80,46.27
11.060,-1.80,-46.26,-1.80,46.33
11.068,-1.80,-46.26,-1.80,46.33
11.078,-1.80,-46.20,-1.80,46.27
11.090,-1.74,-46.14,-1.80,46.21
11.098,-1.74,-46.14,-1.80,46.21
11.108,-1.68,-46.08,-1.80,46.15
11.119,-1.62,-46.02,-1.80,46.08
11.132,-1.56,-45.96,-1.80,46.02
11.158,-1.50,-45.90,-1.80,45.96
11.160,-1.44,-45.90,-1.86,45.96
11.162,-1.38,-45.90,-1.86,45.96
11.167,-1.32,-45.90,-1.86,45.96
11.178,-1.26,-45.90,-1.86,45.95
11.190,-1.26,-45.90,-1.92,45.96
11.198,-1.26,-45.90,-1.92,45.96
11.220,-1.26,-45.96,-1.92,46.02
11.222,-1.26,-45.96,-1.92,46.02
11.237,-1.20,-45.96,-1.86,46.01
11.239,-1.20,-46.02,-1.86,46.07
11.247,-1.20,-46.08,-1.86,46.13
11.260,-1.20,-46.14,-1.86,46.19
11.267,-1.20,-46.20,-1.86,46.25
11.280,-1.26,-46.32,-1.86,46.37
11.287,-1.26,-46.32,-1.86,46.37
11.298,-1.26,-46.38,-1.86,46.43
11.321,-1.26,-46.44,-1.86,46.49
11.328,-1.26,-46.44,-1.86,46.49
11.350,-1.26,-46.50,-1.80,46.55
11.351,-1.20,-46.50,-1.74,46.55
11.352,-1.20,-46.44,-1.74,46.49
11.360,-1.20,-46.44,-1.68,46.49
11.366,-1.20,-46.44,-1.62,46.48
11.379,-1.14,-46.44,-1.56,46.48
11.386,-1.08,-46.50,-1.50,46.54
11.399,-1.02,-46.50,-1.50,46.54
11.407,-1.02,-46.50,-1.50,46.54
11.423,-1.02,-46.44,-1.44,46.47
11.426,-0.96,-46.44,-1.44,46.47
11.437,-0.96,-46.44,-1.44,46.47
11.447,-0.96,-46.38,-1.44,46.41
11.457,-0.96,-46.38,-1.44,46.41
11.466,-0.96,-46.32,-1.44,46.35
11.477,-0.96,-46.32,-1.44,46.35
11.486,-0.90,-46.32,-1.44,46.35
11.501,-0.90,-46.26,-1.44,46.29
11.508,-0.84,-46.32,-1.44,46.35
11.518,-0.84,-46.32,-1.44,46.35
11.541,-0.78,-46.32,-1.44,46.35
11.543,-0.78,-46.32,-1.44,46.35
11.563,-0.78,-46.32,-1.44,46.35
11.566,-0.72,-46.38,-1.44,46.41
11.567,-0.78,-46.44,-1.44,46.47
11.579,-0.84,-46.50,-1.44,46.53
11.585,-0.84,-46.50,-1.44,46.53
11.596,-0.90,-46.62,-1.44,46.65
11.605,-0.90,-46.68,-1.44,46.71
11.616,-0.96,-46.74,-1.44,46.77
11.625,-0.96,-46.80,-1.44,46.83
11.645,-1.02,-46.86,-1.44,46.89
11.647,-0.96,-46.86,-1.44,46.89
11.657,-0.96,-46.86,-1.44,46.89
11.672,-0.96,-46.92,-1.44,46.95
11.678,-0.96,-46.92,-1.44,46.95
11.686,-0.90,-46.92,-1.38,46.95
11.700,-0.90,-46.86,-1.26,46.89
11.705,-0.84,-46.86,-1.14,46.88
11.715,-0.84,-46.80,-1.08,46.82
11.728,-0.84,-46.80,-1.02,46.82
11.746,-0.84,-46.80,-0.90,46.82
11.747,-0.84,-46.74,-0.84,46.76
11.755,-0.90,-46.74,-0.78,46.76
11.775,-0.90,-46.74,-0.78,46.76
11.788,-0.90,-46.74,-0.78,46.76
11.788,-0.90,-46.74,-0.78,46.76
11.799,-0.90,-46.74,-0.78,46.76
11.829,-0.90,-46.74,-0.78,46.76
11.831,-0.90,-46.74,-0.78,46.76
11.833,-0.90,-46.74,-0.78,46.76
11.835,-0.96,-46.74,-0.78,46.76
11.836,-0.96,-46.74,-0.78,46.76
11.845,-0.90,-46.74,-0.78,46.76
11.857,-0.84,-46.74,-0.78,46.75
11.869,-0.84,-46.74,-0.78,46.75
11.881,-0.78,-46.74,-0.78,46.75
11.892,-0.78,-46.74,-0.78,46.75
11.895,-0.78,-46.74,-0.78,46.75
11.911,-0.72,-46.74,-0.78,46.75
11.911,-0.72,-46.74,-0.78,46.75
11.913,-0.72,-46.74,-0.78,46.75
11.924,-0.72,-46.74,-0.78,46.75
11.947,-0.66,-46.74,-0.78,46.75
11.949,-0.66,-46.74,-0.78,46.75
11.977,-0.60,-46.68,-0.84,46.69
11.978,-0.60,-46.68,-0.84,46.69
11.978,-0.54,-46.68,-0.84,46.69
11.985,-0.54,-46.68,-0.84,46.69
11.993,-0.54,-46.68,-0.84,46.69
12.004,-0.54,-46.68,-0.84,46.69
12.019,-0.60,-46.68,-0.84,46.69
12.023,-0.60,-46.74,-0.84,46.75
12.035,-0.60,-46.74,-0.84,46.75
12.046,-0.66,-46.80,-0.84,46.81
12.056,-0.66,-46.80,-0.78,46.81
12.068,-0.72,-46.86,-0.78,46.87
12.072,-0.78,-46.86,-0.78,46.87
12.084,-0.84,-46.86,-0.72,46.87
12.092,-0.90,-46.86,-0.72,46.87
12.104,-0.96,-46.86,-0.72,46.88
12.116,-1.02,-46.86,-0.66,46.88
12.129,-1.02,-46.86,-0.72,46.88
12.135,-1.02,-46.86,-0.78,46.88
12.143,-1.08,-46.92,-0.78,46.94
12.156,-1.08,-46.92,-0.84,46.94
12.162,-1.08,-46.92,-0.90,46.94
12.173,-1.02,-46.92,-0.96,46.94
12.185,-1.02,-46.92,-0.96,46.94
12.193,-1.02,-46.98,-1.02,47.00
12.205,-1.02,-46.98,-1.02,47.00
12.211,-1.02,-47.04,-1.02,47.06
12.222,-1.08,-47.04,-1.02,47.06
12.236,-1.08,-47.04,-0.96,47.06
12.245,-1.08,-47.10,-0.96,47.12
12.252,-1.08,-47.10,-0.96,47.12
12.261,-1.08,-47.10,-0.96,47.12
12.271,-1.08,-47.10,-0.96,47.12
12.282,-1.08,-47.10,-0.96,47.12
12.292,-1.14,-47.10,-0.96,47.12
12.303,-1.14,-47.10,-0.96,47.12
12.311,-1.14,-47.16,-0.96,47.18
12.322,-1.14,-47.16,-0.96,47.18
12.331,-1.14,-47.16,-0.96,47.18
12.344,-1.14,-47.16,-0.96,47.18
