0.46327803,9.520543,0.50038815,2713180460
-0.11252748,9.28232,2.2146366,2732762001
-0.93613285,9.15423,2.018312,2752806001
-0.89184016,9.412804,1.5358804,2773243043
-0.25019407,9.611523,1.1994951,2792694960
-0.33758244,9.491813,2.6850972,2812776127
-0.700304,9.197326,3.645172,2832923043
-0.2621651,9.228451,2.9388826,2852627710
-0.22864626,9.356541,2.8562827,2873220877
-0.21428105,9.352949,3.4009635,19630916
-0.20590134,9.279925,3.1783028,39054916
0.16400282,9.220071,2.9317,59137625
0.45489833,9.252393,2.5701754,79485625
0.4213795,9.203311,2.682703,99049916
0.38307226,9.144653,2.6611552,118982000
-0.19991584,9.235633,2.4636335,139212833
-0.320823,9.279925,2.493561,158774500
-0.38307226,9.238028,2.5438392,179634208
-0.21428105,9.346964,2.7976246,199051666
-0.074220255,9.435549,2.7581203,220806291
-0.19393034,9.466674,2.815581,238687416
-0.2813187,9.533711,2.4372973,258896833
0.019153614,9.496601,2.3020248,278559708
0.1592144,9.356541,2.586935,298738416
-0.051475335,9.279925,2.7665,318854916
-0.089782566,9.303867,2.8455088,338362125
-0.09816227,9.336189,2.5198972,359222125
-0.08738836,9.337387,2.6396074,378743958
-0.10654198,9.260772,2.657564,398386041
-0.34237084,9.31943,2.7605145,418267791
-0.2873042,9.39365,2.4600422,438484958
-0.15083471,9.375694,2.1547816,458049625
-0.21188685,9.308656,2.3918076,478184458
-0.21308395,9.354146,2.5701754,498635875
-0.14963761,9.386468,2.7006595,518155375
0.005985504,9.399636,2.5210943,538911291
-0.050278235,9.324219,2.5773582,558344375
-0.038307227,9.252393,2.3762453,578009083
0.06344634,9.349358,2.5115175,598023833
-0.32680854,9.461885,2.5007436,618157041
-0.39264908,9.257181,2.7688942,637787083
-0.25378537,9.301474,2.6396074,657846083
-0.12090719,9.369708,2.3989902,678141292
-0.011971008,9.232041,2.5689783,697755875
0.0047884034,9.242816,2.6024973,718496750
-0.12449849,9.397242,2.5629928,737895167
-0.08619126,9.382876,2.6647465,757385458
-0.17597382,9.317036,2.7042508,777524875
-0.25498247,9.417592,2.6994624,797814167
-0.32202014,9.514558,2.634819,817373333
-0.4441244,9.451111,2.541445,837496833
-0.44532153,9.531317,2.44448,857550708
-0.59376204,9.653421,2.7509377,877402042
-0.4357447,9.797073,2.2098482,898245500
-0.32561144,9.958682,1.9333179,917568375
-0.09935937,9.94312,1.7441759,937007958
-0.108936176,9.595961,1.5239093,957134000
-0.50397944,9.38168,1.9752164,977287500
0.01436521,9.241618,4.819528,997076500
1.8303672,9.65821,5.6096144,1016980250
1.4137762,9.187749,3.3123782,1037294792
0.088585466,7.9966335,2.409764,1056882875
0.21547815,9.003395,6.317101,1077569417
-2.0338743,7.835025,4.545392,1097485250
-2.5115175,6.694188,4.9907136,1116690542
-2.2038627,5.3354783,6.1566896,1136571250
-1.0773908,7.9810715,7.595605,1156881083
-0.59855044,7.93199,6.3913217,1176525917
0.7290344,7.5106106,7.835025,1196558542
0.20111294,7.511808,8.045714,1216775167
-1.5263035,8.124723,6.3338604,1236472750
-2.3666685,8.423999,4.307169,1257136583
-1.4640543,8.273164,3.9384618,1276561833
-1.0714053,8.264784,4.545392,1296200000
-2.19668,8.34499,4.6926355,1316344833
-1.401805,8.379706,5.2361193,1336499542
0.6536171,7.848193,5.973533,1356187500
1.4149733,8.1163435,5.985504,1376009875
-1.5586253,8.377312,5.6299653,1396273667
-2.0470424,8.684967,4.5884876,1415850834
-2.019509,8.735245,3.0597897,1436700709
-0.521936,9.054871,2.695871,1456621250
-0.8523358,8.610746,3.3626564,1475913084
-0.90620536,8.711303,4.5765166,1495941292
-0.32202014,8.732851,4.1012673,1515979375
-0.038307227,8.9363575,2.540248,1535658542
0.91458505,8.674192,3.9803603,1555672875
0.19752164,8.726865,4.203021,1576059750
0.01436521,8.664616,4.4208937,1595548250
-0.45130703,8.797494,4.009091,1616422334
0.33997664,8.880095,3.2992098,1636060209
0.93972415,8.722076,3.0561984,1655606209
0.29568392,8.783129,2.789245,1675440709
0.089782566,8.811859,2.6839,1695600667
-0.06344634,8.924387,3.0322564,1715154750
0.031124622,8.908825,3.300407,1735302792
0.7685388,8.969876,3.4691982,1755517084
0.9516952,8.881291,3.679888,1775073709
0.60214174,8.920795,3.41892,1795862709
0.5638345,9.00579,2.9532478,1815616834
0.45489833,9.132683,3.2992098,1835013959
0.7015011,9.118318,3.1292217,1854952167
0.82360536,9.15423,2.5151088,1875209459
1.0043676,9.221268,2.1392193,1894947959
0.8487445,9.205706,2.4169466,1914809209
0.5614403,9.138668,2.6312277,1935029000
0.82240826,9.187749,2.9149406,1954657834
1.2761095,9.15423,2.6755204,1975326750
1.2916719,9.129091,2.3714569,1994867250
1.3634979,9.141062,2.7341783,2014514500
1.2689269,8.9842415,3.0119057,2034570126
0.62129533,8.992621,3.2261868,2054786334
1.0977415,8.987833,2.9879637,2074369084
1.5586253,8.957906,2.540248,2094653876
1.5382746,9.012972,2.2637177,2114677501
1.2485762,9.059659,2.2816741,2134077834
1.1827357,9.121908,2.992752,2154896167
1.2126632,9.074024,3.181894,2174490917
1.1204864,8.978256,3.2752678,2194011834
1.6124948,8.950723,3.3794158,2214141167
2.1452048,8.933964,3.4835634,2234295876
1.5466543,8.9124155,3.3758245,2253912959
0.59376204,9.021352,3.288436,2273854126
1.4939818,9.085996,3.0358477,2294173709
1.9728222,9.035717,2.9281087,2313764126
1.9967642,9.087193,2.6743233,2334514792
1.8076223,9.093178,2.6791117,2354013209
1.4281414,9.01776,3.4979286,2373797709
1.1959038,8.88608,3.8295257,2393669001
1.3215994,8.75799,3.1196449,2413889084
1.3922282,8.728063,2.5486276,2433456542
1.3982137,9.0237465,3.0693667,2453401709
1.7010803,9.072827,3.5338416,2473787334
1.4580688,8.7125,2.6527755,2493426626
1.4616601,8.910022,2.8682537,2513999042
1.9189527,9.012972,3.4991257,2533475167
1.7501614,8.622718,2.7760768,2553215834
1.9201498,8.932767,3.2573113,2573289292
1.4927847,8.711303,3.606865,2593456584
1.1839328,8.730456,3.6164417,2613053542
1.7848774,8.89446,2.7617116,2633111959
2.2182279,8.925584,2.4145525,2653367042
2.505532,9.030929,2.9700072,2673123501
2.4001873,8.756793,2.907758,2693953209
2.8682537,9.035717,2.9580362,2713603667
2.8574798,8.808268,2.9017725,2732729834
2.9771898,8.725668,3.4584243,2752704501
3.107674,8.644265,2.9747956,2772981459
3.3686419,8.761581,2.7222073,2792649209
3.465607,8.7053175,3.0885203,2812710418
3.515885,8.796297,3.406949,2832791334
3.2800562,8.84059,3.2345665,2852358626
3.0825348,8.718486,2.992752,2873158584
3.3865983,8.790312,2.96881,2892885334
