0.1,-2,4689
0.1,-1.96875,4424
0.1,-1.9375,4227
0.1,-1.90625,4232
0.1,-1.875,4227
0.1,-1.84375,4328
0.1,-1.8125,4312
0.1,-1.78125,4344
0.1,-1.75,4316
0.1,-1.71875,4330
0.1,-1.6875,4247
0.1,-1.65625,4309
0.1,-1.625,4274
0.1,-1.59375,4298
0.1,-1.5625,4248
0.1,-1.53125,4364
0.1,-1.5,4299
0.1,-1.46875,4509
0.1,-1.4375,4413
0.1,-1.40625,4333
0.1,-1.375,4371
0.1,-1.34375,4342
0.1,-1.3125,4385
0.1,-1.28125,4366
0.1,-1.25,4310
0.1,-1.21875,4345
0.1,-1.1875,4407
0.1,-1.15625,4289
0.1,-1.125,4315
0.1,-1.09375,4385
0.1,-1.0625,4309
0.1,-1.03125,4375
0.1,-1,4339
0.1,-0.96875,4308
0.1,-0.9375,4501
0.1,-0.90625,4308
0.1,-0.875,4425
0.1,-0.84375,4440
0.1,-0.8125,4303
0.1,-0.78125,4340
0.1,-0.75,4347
0.1,-0.71875,4368
0.1,-0.6875,4380
0.1,-0.65625,4313
0.1,-0.625,4304
0.1,-0.59375,4316
0.1,-0.5625,4395
0.1,-0.53125,4357
0.1,-0.5,4496
0.1,-0.46875,4441
0.1,-0.4375,4431
0.1,-0.40625,4386
0.1,-0.375,4524
0.1,-0.34375,4397
0.1,-0.3125,4390
0.1,-0.28125,4428
0.1,-0.25,4528
0.1,-0.21875,4400
0.1,-0.1875,4407
0.1,-0.15625,4412
0.1,-0.125,4389
0.1,-0.09375,4422
0.1,-0.0625,4394
0.1,-0.03125,4443
0.1,0,4380
0.1,0.03125,4492
0.1,0.0625,4432
0.1,0.09375,4469
0.1,0.125,4516
0.1,0.15625,4385
0.1,0.1875,4441
0.1,0.21875,4413
0.1,0.25,4374
0.1,0.28125,4480
0.1,0.3125,4456
0.1,0.34375,4499
0.1,0.375,4467
0.1,0.40625,4459
0.1,0.4375,4526
0.1,0.46875,4437
0.1,0.5,4511
0.1,0.53125,4416
0.1,0.5625,4504
0.1,0.59375,4560
0.1,0.625,4503
0.1,0.65625,4423
0.1,0.6875,4489
0.1,0.71875,4523
0.1,0.75,4445
0.1,0.78125,4447
0.1,0.8125,4448
0.1,0.84375,4544
0.1,0.875,4527
0.1,0.90625,4561
0.1,0.9375,4552
0.1,0.96875,4507
0.1,1,4449
0.1,1.03125,4458
0.1,1.0625,4484
0.1,1.09375,4509
0.1,1.125,4547
0.1,1.15625,4438
0.1,1.1875,4521
0.1,1.21875,4420
0.1,1.25,4545
0.1,1.28125,4524
0.1,1.3125,4508
0.1,1.34375,4503
0.1,1.375,4505
0.1,1.40625,4548
0.1,1.4375,4543
0.1,1.46875,4511
0.1,1.5,4557
0.1,1.53125,4634
0.1,1.5625,4527
0.1,1.59375,4529
0.1,1.625,4664
0.1,1.65625,4604
0.1,1.6875,4506
0.1,1.71875,4519
0.1,1.75,4594
0.1,1.78125,4549
0.1,1.8125,4591
0.1,1.84375,4491
0.1,1.875,4563
0.1,1.90625,4611
0.1,1.9375,4505
0.1,1.96875,4595
0.13125,-2,3300
0.13125,-1.96875,3339
0.13125,-1.9375,3362
0.13125,-1.90625,3354
0.13125,-1.875,3312
0.13125,-1.84375,3286
0.13125,-1.8125,3340
0.13125,-1.78125,3254
0.13125,-1.75,3312
